"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"decals/de_stg77_sqn_stab_hand";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"Эмблема ""Рука Скелета""";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";"""Skeleton Hand"" emblem";;
"decals/de_stg77_sqn_stab_hand/desc";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Эмблема ""Рука Скелета"" Stab./StG 77 Люфтваффе";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";"Stab./StG 77 ""Skeleton Hand"" emblem, Luftwaffe, 1944";;
"decals/ww_kerch_eltigen_operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"Керченско-Эльтигенская десантная операция";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"刻\t赤\t-\t埃\t利\t季\t根\t战\t役\t纪\t念\t贴\t花";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch–Eltigen Operation";"The Kerch\t–\tEltigen Operation";;
"decals/ww_kerch_eltigen_operation/desc";;;;;;;;;;;;;;;;;;;;;;;
"decals/ww_philippines_campaign";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"Филиппинская кампания (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"菲\t律\t宾\t战\t役\t（\t1941 - 1942\t）\t纪\t念\t贴\t花";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";"The Philippines Campaign (1941-1942)";;
"decals/ww_philippines_campaign/desc";;;;;;;;;;;;;;;;;;;;;;;
"decals/usa_uss_phelps_badge";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"Эмблема USS Phelps";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"“\t费\t尔\t普\t斯\t”\t号\t舰\t徽";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";"USS Phelps emblem";;
"decals/usa_uss_phelps_badge/desc";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"Эмблема USS Phelps (DD360)";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"“\t费\t尔\t普\t斯\t”\t号\t (DD-360) \t舰\t徽";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";"USS Phelps (DD360) emblem";;
"decals/ww_s2_falcon";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Сокол войны";"Falcon of War";"Falcon of War";"Falcon of War";"战\t鹰";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";"Falcon of War";;
"decals/ww_s2_falcon/desc";;;;;;;;;;;;;;;;;;;;;;;
"decals/ww_s2_shark";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Акула войны";"Shark of War";"Shark of War";"Shark of War";"战\t鲨";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";"Shark of War";;
"decals/ww_s2_shark/desc";;;;;;;;;;;;;;;;;;;;;;;
"decals/ww_s2_tiger";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Тигр войны";"Tiger of War";"Tiger of War";"Tiger of War";"战\t虎";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";"Tiger of War";;
"decals/ww_s2_tiger/desc";;;;;;;;;;;;;;;;;;;;;;;
"decals/battle_mouse";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Котолов";"Catcatcher";"Catcatcher";"Catcatcher";"“\t老\t鼠\t捉\t猫\t”";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";"Catcatcher";;
"decals/battle_mouse/desc";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"Лунный Новый год 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"2020 \t年\t春\t节\t纪\t念\t贴\t花\t！";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";"The Lunar New Year 2020";;
"decals/us_119_ahc_crocodile_8";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Эмблема ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";"Emblem ""Crocodile 8""";;
"decals/us_119_ahc_crocodile_8/desc";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"Эмблема ""Crocodile 8"" 119-й роты штурмовых вертолетов США, Вьетнам, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";"""Crocodile 8"" emblem of the 119th Assault Helicopter Company, Pleiku, Vietnam, 1966";;
"decals/jp_3rd_platoon_2nd_anti_aircraft_regiment";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"Эмблема ""Волк""";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";"""Wolf"" emblem";;
"decals/jp_3rd_platoon_2nd_anti_aircraft_regiment/desc";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Эмблема 3-го взвода 2-го полка ПВО JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";"Emblem of the 3rd platoon of the 2nd  Anti-Aircraft Artillery Regiment JASDF";;
"decals/ge_203rd_pz_battalion";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Эмблема 203-го бронетанкового батальона";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"第\t 203 \t装\t甲\t营\t徽\t标";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";"Emblem of 203rd Panzerbataillon";;
"decals/ge_203rd_pz_battalion/desc";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Эмблема 203-го бронетанкового батальона, Бундесвер";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"德\t国\t联\t邦\t国\t防\t军\t第\t 203 \t装\t甲\t营\t徽\t标";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";"Emblem of 203rd Panzerbataillon, Bundeswehr";;
"decals/fr_3rd_artillery_regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Эмблема 3-го артиллерийского полка";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"第\t 3 \t炮\t兵\t团\t徽\t标";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";"Emblem of the 3rd Artillery Regiment";;
"decals/fr_3rd_artillery_regiment/desc";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Эмблема 3-го артиллерийского полка армии Франции";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"法\t国\t装\t甲\t部\t队\t第\t 3 \t炮\t兵\t团\t徽\t标";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";"Emblem of the 3rd Artillery Regiment of the French armored forces";;
"decals/se_f10_sqn_ghost";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"Эмблема ""Привидение""";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"“\t幽\t灵\t”\t徽\t标";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";"""Ghost"" emblem";;
"decals/se_f10_sqn_ghost/desc";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"Эмблема ""Привидение"", авиакрыло F10 ВВС Швеции";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"瑞\t典\t空\t军\t F 10 \t斯\t科\t讷\t人\t飞\t行\t联\t队\t，\t“\t幽\t灵\t”\t徽\t标";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";"""Ghost"" emblem of the F 10 Scania Air Force Wing, SAF";;
"decals/it_51_sqn_cat_and_mice";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"Эмблема ""Кот и мыши""";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"“\t猫\t和\t老\t鼠\t”\t徽\t标";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";"""Cat and Mice"" emblem";;
"decals/it_51_sqn_cat_and_mice/desc";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"Эмблема ""Кот и мыши"", 51-й полк ВВС Италии";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"意\t大\t利\t皇\t家\t空\t军\t第\t 51 \t战\t斗\t机\t联\t队\t，\t“\t猫\t和\t老\t鼠\t”\t徽\t标";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";"""Cat and Mice"" emblem of the 51o Stormo, RA";;
"decals/love_letter_decal";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Валентинка";"Love letter";"Love letter";"Love letter";"情\t书";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";;
"decals/love_letter_decal/desc";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Валентинка";"Love letter";"Love letter";"Love letter";"情\t人\t节\t纪\t念\t贴\t花";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";"Love letter";;
"decals/battle_eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Боевая восьмёрка";"Battle Eight";"Battle Eight";"Battle Eight";"战\t争\t八\t号";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";;
"decals/battle_eight/desc";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Боевая восьмёрка";"Battle Eight";"Battle Eight";"Battle Eight";"“\t战\t争\t八\t号\t”\t贴\t花";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";"Battle Eight";;
"decals/sushi_master_decal";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"Эмблема ""Суши-Мастер""";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"寿\t司\t大\t师";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";;
"decals/sushi_master_decal/desc";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"Эмблема ""Суши-Мастер""";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"“\t寿\t司\t大\t师\t”\t贴\t花";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";"""Sushi Master"" emblem";;
"decals/uk_9th_armoured_brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Эмблема 9-й танковой бригады";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"第\t 9 \t装\t甲\t旅\t徽\t标";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";"Emblem of the 9th Armoured Brigade";;
"decals/uk_9th_armoured_brigade/desc";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Эмблема 9-й танковой бригады Великобритании";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"英\t国\t陆\t军\t第\t 9 \t装\t甲\t旅\t徽\t标";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";"Emblem of the 9th Armoured Brigade, Great Britain";;
"decals/usa_194th_armor_brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Эмблема 194-й танковой бригады";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"第\t 194 \t装\t甲\t旅\t徽\t标";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";"Emblem of the 194th Armored Brigade";;
"decals/usa_194th_armor_brigade/desc";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Эмблема 194-й танковой бригады армии США";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"美\t国\t陆\t军\t第\t 194 \t装\t甲\t旅\t徽\t标";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";"Emblem of the 194th Armored Brigade US Army";;
