"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"ussr_t_34_85_d_5t/gof/desc";"[Thunder League] Desert Camouflage";"[Thunder League] Camouflage désertique";"[Thunder League] Mimetica Desertica";"[Thunder League] Desert Camouflage";"[Liga Thunder] Camuflaje desértico";"[Thunder League] Пустынный камуфляж";"[Thunder League] Kamuflaż Pustynny";"[Thunder liga] Desert Camouflage";"[Thunder Ligi] Çöl Kamuflajı";"【雷\t霆\t联\t赛\t】\t沙\t漠\t迷\t彩";"[Thunder League] Desert Camouflage";"[Thunder League] Camuflagem do Deserto";"[Thunder League] Пустельний камуфляж";"[Thunder Liga] Pustinjska kamuflaža";"[Thunder League] Sivatagi festés";"[썬더 리그] 사막 위장";"[Ліга Грому] Пустынны камуфляж";"[Thunder League] Desert Camouflage";"[雷霆聯賽] Desert Camouflage";"[Thunder League] Desert Camouflage";;
"bf_109g_2/der_adler/desc";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler
";"[Liga Thunder] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder liga] Der Adler";"[Thunder Ligi] Der Adler";"【雷\t霆\t联\t赛\t】\tDer Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder League] Der Adler";"[Thunder Liga] Der Adler";"[Thunder League] Der Adler";"[썬더 리그] Der Adler";"[Ліга Грому] Der Adler";"[Thunder League] Der Adler";"【雷霆聯賽】Der Adler";"[Thunder League] Der Adler";;
"i_185_m82/arcade/desc";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports
";"[Liga Thunder] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder liga] Arkádový e-sport";"[Thunder Ligi] Arcade e-Sporları";"【雷\t霆\t联\t赛\t】\tArcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder League] Arcade eSports";"[Thunder Liga] Arcade eSports";"[Thunder League] Arcade eSports";"[썬더 리그] 아케이드 e스포츠";"[Ліга Грому] Arcade eSports";"[Thunder League] Arcade eSports";"【雷霆聯賽】Arcade eSports";"[Thunder League] Arcade eSports";;
"ki_43_3/otsu/dislike/desc";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Squadra Dislike";"[Thunder League] Team Dislike
";"[Liga Thunder] Equipo Dislike";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder liga] Dislike tým";"[Thunder Ligi] Dislike Takımı";"【雷\t霆\t联\t赛\t】\tDislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder League] Dislike Team";"[Thunder Liga] Dislike Tim";"[Thunder League] Dislike";"[썬더 리그] Dislike Team";"[Ліга Грому] Dislike Team";"[Thunder League] Dislike Team";"【雷霆聯賽】Dislike Team";"[Thunder League] Dislike Team";;
"spitfire_mk5b/think/desc";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder League] THINK
";"[Liga Thunder] THINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder liga] THINK";"[Thunder Ligi] THINK";"【雷\t霆\t联\t赛\t】\tTHINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder League] THINK";"[Thunder Liga] THINK";"[Thunder League] THINK";"[썬더 리그] THINK";"[Ліга Грому] THINK";"[Thunder League] THINK";"【雷霆聯賽】THINK";"[Thunder League] THINK";;
"fw-190a-4/poltergeist/desc";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist
";"[Liga Thunder] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder liga] Poltergeist";"[Thunder Ligi] Poltergeist";"【雷\t霆\t联\t赛\t】\tPoltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Thunder Liga] Poltergeist";"[Thunder League] Poltergeist";"[Thunder League] Poltergeist";"[Ліга Грому] Poltergeist";"[Thunder League] Poltergeist";"【雷霆聯賽】Poltergeist";"[Thunder League] Poltergeist";;
"p-51_mk1a_usaaf/cube/desc";"[Thunder League] Cube";"[Thunder League] Cube";"[Thunder League] Cube";"[Thunder League] Cube
";"[Liga Thunder] Cube";"[Thunder League] Cube";"[Thunder League] Cube";"[Thunder liga] Cube";"[Thunder Ligi] Cube";"【雷\t霆\t联\t赛\t】\tCube";"[Thunder League] Cube";"[Thunder League] Cube";"[Thunder League] Cube";"[Thunder Liga] Cube";"[Thunder League] CUBE";"[썬더 리그] Cube";"[Ліга Грому] Cube";"[Thunder League] Cube";"【雷霆聯賽】Cube";"[Thunder League] Cube";;
"yak-9t/verve/desc";"[Thunder League] Verve Team";"[Thunder League] L’équipe Verve";"[Thunder League] Squadra Verve";"[Thunder League] Verve Team
";"[Liga Thunder] Equipo Verve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder liga] Verve tým";"[Thunder Ligi] Verve Takımı";"【雷\t霆\t联\t赛\t】\tVerve";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder League] Verve Team";"[Thunder Liga] Verve tim";"[Thunder League] Verve";"[썬더 리그] Verve Team";"[Ліга Грому] Verve Team";"[Thunder League] Verve Team";"【雷霆聯賽】Verve";"[Thunder League] Verve Team";;
"a6m3_zero/akai_victory/desc";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory
";"[Liga Thunder] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder liga] Akai Victory";"[Thunder Ligi] Akai Victory";"【雷\t霆\t联\t赛\t】\tAkai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder League] Akai Victory";"[Thunder Liga] Akai Victory";"[Thunder League] Akai Victory";"[썬더 리그] Akai Victory";"[Ліга Грому] Akai Victory";"[Thunder League] Akai Victory";"【雷霆聯賽】Akai Victory";"[Thunder League] Akai Victory";;
"p-40e/dynamight/desc";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT
";"[Liga Thunder] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder liga] DYNAMIGHT";"[Thunder Ligi] DYNAMIGHT";"【雷\t霆\t联\t赛\t】\tDYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[Thunder Liga] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"[썬더 리그] DYNAMIGHT";"[Ліга Грому] DYNAMIGHT";"[Thunder League] DYNAMIGHT";"【雷霆聯賽】DYNAMIGHT";"[Thunder League] DYNAMIGHT";;
"trophy/tl_tank_super_prize_trophy";"Thunder League Superprize";"Super prix de la Thunder League";"Super premio Thunder League";"Thunder League Superpreis";"Superpremio de la Thunder League";"Суперприз Лиги Грома";"Wyjątkowa Nagroda z Thunder League";"Thunder League Superprize";"Thunder Ligi Süperödül";"雷\t霆\t联\t赛\t超\t级\t大\t奖";"Thunder League Superprize";"Thunder League Superprize";"Суперприз Ліги Грома";"Thunder Liga super-nagrada";"Thunder League főnyeremény";"Thunder League Superprize";"Суперпрыз Лігі Грому";"Thunder League Superprize";"雷霆联赛大奖";"Thunder League Superprize";;
"trophy/tl_air_super_prize_trophy";"Thunder League Superprize";"Super prix de la Thunder League";"Super premio Thunder League";"Thunder League Superpreis";"Superpremio de la Thunder League";"Суперприз Лиги Грома";"Wyjątkowa Nagroda z Thunder League";"Thunder League Superprize";"Thunder Ligi Süperödül";"雷\t霆\t联\t赛\t超\t级\t大\t奖";"Thunder League Superprize";"Thunder League Superprize";"Суперприз Ліги Грому";"Thunder Liga super-nagrada";"Thunder League főnyeremény";"Thunder League Superprize";"Суперпрыз Лігі Грому";"Thunder League Superprize";"雷霆聯賽超級大獎";"Thunder League Superprize";;
"trophy/tl_fan_trophy_1";"[Thunder League] Viewers trophy";"[Thunder League] Trophée spectateurs";"[Thunder League] Trofeo Fan";"[Thunder League] Zuschauertrophäe";"[Thunder League] Trofeo del espectador";"[Лига Грома] Трофей зрителя";"[Thunder League] Trofeum Widza";"[Thunder League] Viewers trophy";"[Thunder Ligi] İzleyici ganimeti";"【雷\t霆\t联\t赛\t】\t观\t众\t作\t战\t物\t资";"[Thunder League] Viewers trophy";"[Thunder League] Troféu de espectadores";"[Ліга Грома] Трофей глядача";"[Thunder Liga] Gledateljski trofej";"[Thunder League] Nézői hadizsákmány";"[Thunder League] Viewers trophy";"[Ліга Грому] Трафей гледача";"[Thunder League] Viewers trophy";"[雷霆聯賽] Viewers trophy";"[Thunder League] Viewers trophy";;
"trophy/tl_fan_trophy_small";"[Thunder League] Viewers trophy";"[Thunder League] Trophée spectateurs";"[Thunder League] Trofeo Fan";"[Thunder League] Zuschauertrophäe";"[Thunder League] Trofeo del espectador";"[Лига Грома] Трофей зрителя";"[Thunder League] Trofeum Widza";"[Thunder League] Viewers trophy";"[Thunder Ligi] İzleyici ganimeti";"【雷\t霆\t联\t赛\t】\t观\t众\t作\t战\t物\t资";"[Thunder League] Viewers trophy";"[Thunder League] Troféu de espectadores";"[Ліга Грому] Трофей глядача";"[Thunder Liga] Gledateljski trofej";"[Thunder League] Nézői hadizsákmány";"[Thunder League] Viewers trophy";"[Ліга Грому] Трафей гледача";"[Thunder League] Viewers trophy";"[雷霆聯賽] Viewers trophy";"[Thunder League] Viewers trophy";;
"trophy/tl_fan_trophy_medium";"[Thunder League] Big viewers trophy";"[Thunder League] Grand trophée spectateurs";"[Thunder League] Trofeo Fan Grande";"[Thunder League] Große Zuschauertrophäe";"[Thunder League]  Gran trofeo del espectador";"[Лига Грома] Большой трофей зрителя";"[Thunder League] Duże Trofeum Widza";"[Thunder League] Big viewers trophy";"[Thunder Ligi] Büyük izleyici ganimeti";"【雷\t霆\t联\t赛\t】\t铁\t杆\t观\t众\t作\t战\t物\t资";"[Thunder League] Big viewers trophy";"[Thunder League] Grande Troféu de espectadores";"[Ліга Грома] Великий трофей глядача";"[Thunder Liga] Veliki gledateljski trofej";"[Thunder League] Nagy nézői hadizsákmány";"[Thunder League] Big viewers trophy";"[Ліга Грому] Вялікі трафей гледача";"[Thunder League] Big viewers trophy";"[雷霆聯賽] Big Viewers trophy";"[Thunder League] Big viewers trophy";;
"trophy/mustache_trophy";"[Thunder League] The title and ""Moustache"" decals pack";"[Thunder League] Le titre et le pack de décalcomanies ""Moustache""";"[Thunder League] Pacchetto decal ""Baffi"" e titolo";"[Thunder League] Das Titel- und ""Schnurrbart""-Decalpaket";"[Thunder League] El título y el paquete de calcomanías ""Mostacho""";"[Лига Грома] Титул и набор декалей ""Усы""";"[Thunder League] Tytuł oraz zestaw oznaczeń „Wąsy”";"[Thunder League] The title and ""Moustache"" decals pack";"[Thunder Ligi] Ünvan ve ""Bıyık"" çıkartmaları paketi";"【雷\t霆\t联\t赛\t】\t玩\t家\t头\t衔\t与\t“我\t有\t胡\t子”\t纪\t念\t贴\t花\t礼\t包";"[Thunder League] The title and ""Moustache"" decals pack";"O pacote de decalques e título de ""Moustache""";"[Ліга Грома] Титул і набір декалей ""Вуса""";"[Thunder Liga] Titula i ""Brkovi"" paket nalepnica";"[Thunder League] Bajszos titulus és matricacsomag";"[썬더 리그] 칭호화 ""콧수염"" 데칼 팩";"[Ліга Грому] Тытул і набор дэкалей «Вусы»";"[Thunder League] The title and ""Moustache"" decals pack";"[雷霆聯賽] 標題和""鬍子""貼花包";"[Thunder League] The title and ""Moustache"" decals pack";;
"tickets/ticket_e_100_tournament_1_gold";"Teutonic Giant 1";"Teutonic Giant 1";"Gigante Teutonico 1";"Teutonischer Riese 1";"Gigante Teutónico 1";"Стальной гигант 1";"Pancerny Kolos 1";"Teutonic Giant 1";"Germen Dev 1";"条\t顿\t巨\t兽 1";"Teutonic Giant 1";"Gigante Teutônico 1";"Сталевий гігант 1";"Teutonski Džin 1";"Teuton óriás 1";"튜튼의 거인 1";"Сталёвы гігант 1";"Teutonic Giant 1";"條頓巨獸 1";"Teutonic Giant 1";;
"tickets/ticket_e_100_tournament_2_gold";"Teutonic Giant 2";"Teutonic Giant 2";"Gigante Teutonico 2";"Teutonischer Riese 2";"Gigante Teutónico 2";"Стальной гигант 2";"Pancerny Kolos 2";"Teutonic Giant 2";"Germen Dev 2";"条\t顿\t巨\t兽 2";"Teutonic Giant 2";"Gigante Teutônico 2";"Сталевий гігант 2";"Teutonski Džin 2";"Teuton óriás 2";"튜튼의 거인 2";"Сталёвы гігант 2";"Teutonic Giant 2";"條頓巨獸 2";"Teutonic Giant 2";;
"trophy/trophy_ticket_e_100_tournament_1_gold";"[Thunder League] Steel Trophy";"[Thunder League] Steel Trophy";"[Thunder League] Trofeo D'acciaio";"[Thunder League] Stahltrophäe";"[Liga Thunder] Trofeo de acero";"[Лига Грома] Стальной трофей";"[Thunder League] Stalowe Trofeum";"[Thunder League] Steel Trophy";"[Thunder Ligi] Çelik Ganimet";"【雷\t霆\t联\t赛\t】\t“铁\t块”\t作\t战\t物\t资";"[Thunder League] Steel Trophy";"[Thunder League] Troféu de Aço";"[Ліга Грому] Сталевий трофей";"[Thunder Liga] Čelični trofej";"[Thunder League] Acél hadizsákmány";"[썬더 리그] 철제 트로피";"[Ліга Грому] Сталёвы трафей";"[Thunder League] Steel Trophy";"【雷霆聯賽】“鐵塊”作戰物資";"[Thunder League] Steel Trophy";;
"trophy/trophy_ticket_e_100_tournament_2_gold";"[Thunder League] Steel Trophy";"[Thunder League] Steel Trophy";"[Thunder League] Trofeo D'acciaio";"[Thunder League] Stahltrophäe";"[Liga Thunder] Trofeo de acero";"[Лига Грома] Стальной трофей";"[Thunder League] Stalowe Trofeum";"[Thunder League] Steel Trophy";"[Thunder Ligi] Çelik Ganimet";"【雷\t霆\t联\t赛\t】\t“铁\t块”\t作\t战\t物\t资";"[Thunder League] Steel Trophy";"[Thunder League] Troféu de Aço";"[Ліга Грому] Сталевий трофей";"[Thunder Liga] Čelični trofej";"[Thunder League] Acél hadizsákmány";"[썬더 리그] 철제 트로피";"[Ліга Грому] Сталёвы трафей";"[Thunder League] Steel Trophy";"【雷霆聯賽】“鐵塊”作戰物資";"[Thunder League] Steel Trophy";;
"trophy/tl_trophy_t_v";"[Thunder League] T-V";"[Thunder League] T-V";"[Thunder League] T-V";"[Thunder League] T-V";"[Liga Thunder] T-V";"[Лига Грома] T-V";"[Thunder League] T-V";"[Thunder League] T-V";"[Thunder Ligi] T-V";"【雷\t霆\t联\t赛\t】\t▂\tT-V";"[Thunder League] T-V";"[Thunder League] T-V";"[Ліга Грома] T-V";"[Thunder Liga] T-V";"[Thunder League] T-V";"[썬더 리그] T-V";"[Ліга Грому] T-V";"[Thunder League] T-V";"【雷霆聯賽】▂T-V";"[Thunder League] T-V";;
"trophy/tl_trophy_bf_109_e7";"[Thunder League] Bf.109E-7/U2";"[Thunder League] Bf.109E-7/U2";"[Thunder League] Bf.109E-7/U2";"[Thunder League] Bf.109E-7/U2";"[Liga Thunder] Bf.109E-7/U2";"[Лига Грома] Bf.109E-7/U2";"[Thunder League] Bf.109E-7/U2";"[Thunder League] Bf.109E-7/U2";"[Thunder Ligi] Bf.109E-7/U2";"【雷\t霆\t联\t赛\t】\tBf 109 E-7/U2";"[Thunder League] Bf.109E-7/U2";"[Thunder League] Bf.109E-7/U2";"[Ліга Грома] Bf.109E-7 / U2";"[Thunder Liga] Bf.109E-7/U2";"[Thunder League] Bf 109 E-7/U2";"[썬더 리그] Bf.109E-7/U2";"[Ліга Грому] Bf.109E-7/U2";"[Thunder League] Bf.109E-7/U2";"【雷霆聯賽】Bf 109 E-7/U2";"[Thunder League] Bf.109E-7/U2";;
"unlock_e_100_tournament_1_ticket_trophy";"[Thunder League] Steel Trophy";"[Thunder League] Steel Trophy";"[Thunder League] Trofeo D'acciaio";"[Thunder League] Stahltrophäe";"[Liga Thunder] Trofeo de acero";"[Лига Грома] Стальной трофей";"[Thunder League] Stalowe Trofeum";"[Thunder League] Steel Trophy";"[Thunder Ligi] Çelik Ganimet";"【雷\t霆\t联\t赛\t】\t“铁\t块”\t作\t战\t物\t资";"[Thunder League] Steel Trophy";"[Thunder League] Troféu de Aço";"[Ліга Грому] Сталевий трофей";"[Thunder Liga] Čelični trofej";"[Thunder League] Acél hadizsákmány";"[썬더 리그] 철제 트로피";"[Ліга Грому] Сталёвы трафей";"[Thunder League] Steel Trophy";"【雷霆聯賽】“鐵塊”作戰物資";"[Thunder League] Steel Trophy";;
"unlock_e_100_tournament_2_ticket_trophy";"[Thunder League] Steel Trophy";"[Thunder League] Steel Trophy";"[Thunder League] Trofeo D'acciaio";"[Thunder League] Stahltrophäe";"[Liga Thunder] Trofeo de acero";"[Лига Грома] Стальной трофей";"[Thunder League] Stalowe Trofeum";"[Thunder League] Steel Trophy";"[Thunder Ligi] Çelik Ganimet";"【雷\t霆\t联\t赛\t】\t“铁\t块”\t作\t战\t物\t资";"[Thunder League] Steel Trophy";"[Thunder League] Troféu de Aço";"[Ліга Грому] Сталевий трофей";"[Thunder Liga] Čelični trofej";"[Thunder League] Acél hadizsákmány";"[썬더 리그] 철제 트로피";"[Ліга Грому] Сталёвы трафей";"[Thunder League] Steel Trophy";"【雷霆聯賽】“鐵塊”作戰物資";"[Thunder League] Steel Trophy";;
"item/booster_tl_s1";"Thunder League Special Booster";"Booster spécial pour la Thunder League";"Acceleratore Speciale Thunder League";"Thunder League Spezial Booster";"Impulsor especial de la liga Thunder";"Уникальный усилитель Лиги Грома";"Specjalna Karta Bonusowa Thunder League";"Thunder League Special Booster";"Thunder Ligi Özel Yardımcısı";"雷\t霆\t联\t赛\t特\t殊\t增\t益\t方\t案";"Thunder League Special Booster";"Booster Especial Thunder League";"Унікальний підсилювач Ліги Грома";"Thunder Liga specijalni buster";"Thunder League különleges fokozó";"썬더 리그 스페셜 부스터";"Унікальны паскаральнік Лігі Грому";"Thunder League Special Booster";"雷霆聯賽特殊增益方案";"Thunder League Special Booster";;
"award/tl_prize_camos_verve_popap";"Your camos have arrived";"Vos camouflages sont arrivés";"La tue mimetice sono arrivate";"Ihre Tarnungen sind eingetroffen";"Tus camuflajes han llegado";"Ваши камуфляжи прибыли";"Twoje kamuflaże właśnie dotarły";"Your camos have arrived";"Kamuflajlarınız geldi";"已\t获\t得\t涂\t装";"Your camos have arrived";"Suas camuflagens chegaram";"Ваші камуфляжі прибули";"Vaše kamuflaže su stigle";"A járműfestéseid megérkeztek!";"위장도색이 도착했습니다";"Вашы камуфляжы прыбылі";"Your camos have arrived";"已獲得塗裝";"Your camos have arrived";;
"award/tl_prize_camos_verve_popap/desc";"You've just received the Verve team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"Vous venez de recevoir le pack de camouflage de l’équipe Verve sur tous les véhicules terrestres du rang 4, à l’exception des SPAA's. Toutes nos félicitations";"Hai appena ricevuto il pacchetto livree della Verve su tutti i veicoli terrestri di era 4, escluse le Antiaeree. Congratulazioni";"Sie haben soeben das Team Verve Tarnpaket auf allen Bodenfahrzeugen von Rang 4 erhalten, ausgenommen die Flakpanzer. Herzlichen Glückwunsch";"Acabas de recibir el paquete de camuflajes del equipo Verve para todos los vehículos de tierra de grado 4, excepto las SPAAs. Enhorabuena";"Вы получили набор камуфляжей команды Verve на все танки 4-го ранга, кроме ЗСУ. Поздравляем!";"Otrzymałeś zestaw kamuflaży Verve Team, które możesz nanieść na wszystkie pojazdy IV Ery, z wyjątkiem samobieżnych dział plot. Gratulacje!";"You've just received the Verve team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"Bütün seviye 4, KMS'ler hariç, yer birimleri için Verve takımı kamuflaj paketi elde ettiniz. Tebrikler";"您\t已\t获\t得 Verve Team 专\t属\t迷\t彩\t礼\t包，\t除\t自\t行\t防\t空\t炮\t以\t外\t的\t所\t有 IV 级\t载\t具\t均\t可\t使\t用\t该\t涂\t装。\t恭\t喜！";"You've just received the Verve team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"Você acaba de receber o pacote de camuflagem da equipe Verve em todos os veículos terrestres de nível 4, exceto os SPAA. Parabéns";"Ви отримали набір камуфляжів команди Verve на все танки 4-го рангу, крім ЗСУ. Вітаємо!";"Upravo ste dobili Verve tim paket kamuflaža na sva kopnena vozila 4. ranga, isključujući SPVO. Čestitamo";"Megkaptad a Verve csapat festéscsomagját a légvédelmi járművek kivételével minden IV. rangú harckocsidhoz. Gratulálunk!";"4랭크의 자주대공포를 제외한 모든 지상 차량에 사용이 가능한 Verve 팀 위장 팩을 획득하셨습니다. 축하드립니다.";"Вы атрымалі набор камуфляжаў каманды Verve на ўсю наземную тэхніку 4-га рангу, акрамя ЗСУ. Віншуем!";"You've just received the Verve team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"您已獲得 Verve Team 專屬迷彩禮包，除自行防空砲以外的所有四階載具均可使用該塗裝。恭喜！";"You've just received the Verve team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";;
"award/tl_prize_camos_dislike_popap";"Your camos have arrived";"Vos camouflages sont arrivés";"La tue mimetice sono arrivate";"Ihre Tarnungen sind eingetroffen";"Tus camuflajes han llegado";"Ваши камуфляжи прибыли";"Your camos have arrived";"Your camos have arrived";"Kamuflajlarınız geldi";"已\t获\t得\t涂\t装";"Your camos have arrived";"Suas camuflagens chegaram";"Ваші камуфляжі прибули";"Vaše kamuflaže su stigle";"A járműfestéseid megérkeztek!";"위장도색이 도착했습니다";"Вашы камуфляжы прыбылі";"Your camos have arrived";"已獲得塗裝";"Your camos have arrived";;
"award/tl_prize_camos_dislike_popap/desc";"You've just received the Dislike Team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"Vous venez de recevoir le pack de camouflage de l’équipe Dislike sur tous les véhicules terrestres du rang 4, à l’exception des SPAA's. Toutes nos félicitations";"Hai appena ricevuto il pacchetto livree della Dislike su tutti i veicoli terrestri di era 4, escluse le Antiaeree. Congratulazioni";"Sie haben soeben das Team Dislike Tarnpaket auf allen Bodenfahrzeugen von Rang 4 erhalten, ausgenommen die Flakpanzer. Herzlichen Glückwunsch";"Acabas de recibir el paquete de camuflajes del equipo Dislike para todos los vehículos de tierra de grado 4, excepto las SPAAs. Enhorabuena";"Вы получили набор камуфляжей команды Dislike Team на все танки 4-го ранга, кроме ЗСУ. Поздравляем!";"Otrzymałeś zestaw kamuflaży Dislike Team, które możesz nanieść na wszystkie pojazdy IV Ery, z wyjątkiem samobieżnych dział plot. Gratulacje!";"You've just received the Dislike Team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"Bütün seviye 4, KMS'ler hariç, yer birimleri için Dislike takımı kamuflaj paketi elde ettiniz. Tebrikler";"您\t已\t获\t得 Dislike Team 专\t属\t迷\t彩\t礼\t包，\t除\t自\t行\t防\t空\t炮\t以\t外\t的\t所\t有 IV 级\t载\t具\t均\t可\t使\t用\t该\t涂\t装。\t恭\t喜！";"You've just received the Dislike Team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"Você acabou de receber o pacote de camuflagem da Dislike Team em todos os veículos terrestres de nível 4, exceto os SPAA. Parabéns";"Ви отримали набір камуфляжів команди Dislike Team на все танки 4-го рангу, крім ЗСУ. Вітаємо!";"Upravo ste dobili Dislike tim paket kamuflaža na sva kopnena vozila 4. ranga, isključujući SPVO. Čestitamo";"Megkaptad a Dislike csapat festéscsomagját a légvédelmi járművek kivételével minden IV. rangú harckocsidhoz. Gratulálunk!";"4랭크의 자주대공포를 제외한 모든 지상 차량에 사용이 가능한 Dislike 팀 위장 팩을 획득하셨습니다. 축하드립니다.";"Вы атрымалі набор камуфляжаў каманды Dislike на ўсю наземную тэхніку 4-га рангу, акрамя ЗСУ. Віншуем!";"You've just received the Dislike Team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";"您已獲得 Dislike Team 專屬迷彩禮包，除自行防空砲以外的所有四階載具均可使用該塗裝。恭喜！";"You've just received the Dislike Team camo pack on all ground vehicles of rank 4, excluding SPAA's. Congratulations";;
"award/mustache_general_popap";"Congratulations";"Félicitations";"Congratulazioni";"Herzlichen Glückwunsch";"Enhorabuena";"Поздравляем!";"Gratulacje";"Gratuluji";"Tebrikler";"恭\t喜！";"Congratulations";"Parabéns";"Вітаємо!";"Čestitamo";"Gratulálunk!";"축하드립니다";"Віншуем!";"Congratulations";"恭喜你。";"Congratulations";;
"award/mustache_general_popap/desc";"You've just received the Mustache decals for your team pick in Thunder League";"Vous venez de recevoir les décalcomanies Moustache pour votre choix d’équipe dans la Thunder League";"Hai appena ricevuto la decal Baffi per la scelta di una squadra della Thunder League";"Sie haben soeben das Schnurrbart Decal, für Ihre Teamwahl in der Thunder League, erhalten.";"Acabas de recibir las calcomanías de bigote para tu elección de equipo en la liga Thunder";"Вы получили набор декалей ""Усы"" за свой выбор команды в Лиге Грома!";"Otrzymałeś oznaczenie „Wąsy” za wybór swojego zespołu w Thunder League";"You've just received the Mustache decals for your team pick in Thunder League";"Thunder Ligi'nde takım seçiminiz için Bıyık çıkartmaları elde ettiniz";"您\t在\t雷\t霆\t联\t赛\t中\t支\t持\t的\t队\t伍\t为\t您\t赢\t得\t了\t“胡\t子”\t纪\t念\t贴\t花";"You've just received the Mustache decals for your team pick in Thunder League";"Você acabou de receber os decalques de Mustache pela sua escolha na Thunder League";"Ви отримали набір декалей ""Вуса"" за свій вибір команди в Лізі Грома";"Upravo ste dobili nalepnice brkova za izbor vašeg tima u Thunder ligi";"Megkaptad a bajszos matricacsomagot a Thunder League-ben választott csapatod által elért eredményért.";"썬더 리그에서 팀 선택을 위한 콧수염 데칼을 획득하였습니다.";"Вы атрымалі набор дэкалей «Вусы» за ваш выбар каманды ў Лізе Грому!";"You've just received the Mustache decals for your team pick in Thunder League";"你剛剛收到隊伍挑選的雷霆聯賽鬍子貼花";"You've just received the Mustache decals for your team pick in Thunder League";;
"strike_witches_reg_country/name";;;;;;;;;;;;;;;;;;;;;;
"gift_us_t18_e2_coupon_trophy_20190410/name";"Coupon T18E2 Boarhound (USA)";"Coupon T18E2 Boarhound (USA)";"Coupon T18E2 Boarhound (USA)";"Gutschein T18E2 Boarhound (USA)";"Cupón T18E2 Boarhound (EE.UU.)";"Купон T18E2 Boarhound (США)";"Coupon T18E2 Boarhound (USA)";"Coupon T18E2 Boarhound (USA)";"T18E2 Boarhound (USA) kuponu";"T18E2 (美\t国) 兑\t换\t券";"Coupon T18E2 Boarhound (USA)";"Cupom T18E2 Boarhound (EUA)";"Купон T18E2 Boarhound (США)";"Coupon T18E2 Boarhound (USA)";"T18E2 Boarhound (USA) kupon";"T18E2 보어하운드 쿠폰 (미국)";"Coupon T18E2 Boarhound (USA)";"Coupon T18E2 Boarhound (USA)";"T18E2“獵豬犬”（美國）兌換券";"Coupon T18E2 Boarhound (USA)";;
