"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"charServer/entitlement/usa_pacific_41_43_ps_prem";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"Тихоокеанская кампания за США (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"美\t国\t太\t平\t洋\t战\t役\t（\t1941 - 1942\t）";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";"USA Pacific Campaign (1941-1942)";;
"charServer/entitlement/dora_pack_ps_prem";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Набор Дора";"Dora Pack";"Dora Pack";"Dora Pack";"“\t多\t拉\t”\t礼\t包";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";"Dora Pack";;
"charServer/entitlement/mustang_pack_ps_prem";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Набор Мустанг";"Mustang Pack";"Mustang Pack";"Mustang Pack";"“\t野\t马\t”\t礼\t包";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";"Mustang Pack";;
"charServer/entitlement/scout_pack_ps_prem";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Набор Разведчик";"Scout Pack";"Scout Pack";"Scout Pack";"“\t侦\t察\t兵\t”\t礼\t包";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";"Scout Pack";;
"charServer/entitlement/king_tiger_pack_ps_prem";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"Набор Королевский Тигр";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"“\t虎\t王\t”\t礼\t包\t ";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";"King Tiger Pack";;
"charServer/entitlement/wyvern_pack_ps_prem";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Набор Виверна";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"“\t飞\t龙\t”\t礼\t包";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";"Wyvern Pack";;
"charServer/entitlement/fr_m4a1_sherman_fl_10_ps_prem";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"Набор M4A1 FL10";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 (FL 10) \t礼\t包";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";"M4A1 FL10 Pack";;
"charServer/entitlement/us_magach3_ps_prem";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Набор Magach 3";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"“\t马\t加\t赫\t”\t3 \t礼\t包";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";"Magach 3 Pack";;
"charServer/entitlement/fr_vautour_2a_ps_prem";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Набор Vautour IIA";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"“\t秃\t鹰\t”\tIIA \t礼\t包";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";"Vautour IIA Pack";;
"charServer/entitlement/japan_jasdf_sabre_ps_prem";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"Набор JASDF Sabre";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"“\t旭\t光\t”\t礼\t包";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";"JASDF Sabre Pack";;
"charServer/entitlement/jp_type_74_ps_prem";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Набор Type 74 mod G/Kai";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"74 \t式\t战\t车\t (G) \t礼\t包";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";"Type 74 mod G/Kai Pack";;
"charServer/entitlement/fiat_g91_r4_ps_prem";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"菲\t亚\t特\t G.91R/4 \t礼\t包";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Набор Fiat G.91 R/4";"Н\tа\tб\tо\tр\t Fiat G.91 R/4";;
"charServer/entitlement/fr_amx_30_super_ps_prem";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Набор Super AMX-30";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"超\t级\t AMX 30 \t礼\t包";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";"Super AMX-30 Pack";;
"charServer/entitlement/ah_1s_cobra_ps_prem";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"Набор AH-1S Cobra";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S\t“\t眼\t镜\t蛇\t”\t礼\t包";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";"AH-1S Cobra Pack";;
"charServer/entitlement/usa_beginners_pack_ps_prem";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"Начальный набор США";"US Starter Pack";"US Starter Pack";"US Starter Pack";"美\t国\t入\t门\t礼\t包";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";"US Starter Pack";;
"charServer/entitlement/cn_shenyang_f5_ps_prem";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Набор Shenyang F-5";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"歼\t-5 \t出\t口\t型\t礼\t包";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";"Shenyang F-5 Pack";;
"charServer/entitlement/g_lynx_ps_prem";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"Набор G-Lynx";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"“\tG-\t山\t猫\t”\t礼\t包";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";"G-Lynx Pack";;
"charServer/entitlement/tiger_hap_france_ps_prem";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"Набор EC-665 Tiger HAP";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"“\t虎\t”\tHAP \t礼\t包";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";"EC-665 Tiger HAP Pack";;
"charServer/entitlement/t29_pack_ps_prem";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"Набор Т29";"T29 Pack";"T29 Pack";"T29 Pack";"T29 \t重\t型\t坦\t克\t礼\t包";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";"T29 Pack";;
"charServer/entitlement/ussr_is_6_pack_ps_prem";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"Набор ИС-6";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 \t礼\t包";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";"IS-6 Pack";;
"charServer/entitlement/ussr_object120_ps_prem";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Набор Объект 120";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"120 \t工\t程\t礼\t包";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";"Object 120 Pack";;
"charServer/entitlement/uk_centurion_mk_5_avre_era_ps_prem";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"Набор AVRE";"AVRE Pack";"AVRE Pack";"AVRE Pack";"皇\t家\t工\t兵\t突\t击\t车\t辆\t礼\t包";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";"AVRE Pack";;
"charServer/entitlement/us_xm_1_gm_ps_prem";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"Набор XM-1 General Motors";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM1\t（\t通\t用\t汽\t车\t）\t礼\t包";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";"XM-1 General Motors Pack";;
"charServer/entitlement/germ_leopard_a1a1_120_ps_prem";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Набор Leopard";"Leopard Pack";"Leopard Pack";"Leopard Pack";"“\t豹\t”\t礼\t包";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";"Leopard Pack";;
"charServer/entitlement/ussr_t_55_am_ps_prem";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"Набор Т-55АМ-1";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 \t礼\t包";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";"T-55AM-1 Pack";;
"charServer/entitlement/f_86f_35_ps_prem";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"“\t天\t空\t传\t播\t者\t“\t礼\t包";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Набор Sabre Skyblazers";"Н\tа\tб\tо\tр\t Sabre Skyblazers";;
"charServer/entitlement/uk_centurion_shot_kal_d_ps_prem";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Набор Sho’t Kal Dalet";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"“\t绍\t特\t”\t卡\t尔\t Dalet \t型\t礼\t包";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho’t Kal Dalet Pack";"Sho\t’\tt Kal Dalet Pack";;
"charServer/entitlement/sea_hawk_mk100_ps_prem_pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Набор Sea Hawk";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"“\t海\t鹰\t”\t礼\t包";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";"Sea Hawk Pack";;
"charServer/entitlement/jp_pg_02_ps_prem";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"Набор PG 02";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"导\t弹\t艇\t 2 \t号\t礼\t包";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";"PG 02 Pack";;
"charServer/entitlement/it_of_40_ps_prem";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"Набор OF-40 Mk.2 (MTCA)";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF40 (MTCA) \t礼\t包";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";"OF-40 Mk.2 (MTCA) Pack";;
"charServer/entitlement/cn_m4a4_sherman_ps_prem";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"Набор M4A4 Sherman";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4\t“\t谢\t尔\t曼\t”\t礼\t包";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";"M4A4 Sherman Pack";;
"charServer/entitlement/mig_17_cuba_ps_prem";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"Набор МиГ-17АС";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"米\t格\t-17AS \t礼\t包";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";"MiG-17AS Pack";;
"charServer/entitlement/ka_50_ps_prem";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Набор Черная акула";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"“\t黑\t鲨\t”\t礼\t包";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";"Black Shark Pack";;
"charServer/entitlement/pyorremyrsky_ps_prem";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"Набор VL Pyorremyrsky";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"“\t飓\t风\t”\t礼\t包";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";"VL Pyorremyrsky Pack";;
"charServer/entitlement/saab_j29d_ps_prem";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Набор Saab J-29D";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"J 29D \t礼\t包";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";"Saab J-29D Pack";;
"charServer/entitlement/a129_mangusta_ps_prem";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Набор Mangusta";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"A129 \t礼\t包";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";"Mangusta Pack";;
"charServer/entitlement/hunter_f9_rhodesia_ps_prem";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Набор Hunter FGA.9";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"“\t猎\t人\t”\tFGA.9 \t礼\t包";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";"Hunter FGA.9 Pack";;
"charServer/entitlement/strv_103_0_ps_prem";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Набор Strv 103-0";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"103 \t型\t坦\t克\t（\t0 \t批\t次\t）\t礼\t包";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";"Strv 103-0 Pack";;
"charServer/entitlement/sw_sav_fm48_ps_prem";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"Набор SAV 20.12.48";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"20.12.48 \t自\t行\t突\t击\t炮\t \t礼\t包";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";"SAV 20.12.48 Pack";;
"charServer/entitlement/prinz_eugen_ps_prem";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Набор Prinz Eugen";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"“\t欧\t根\t亲\t王\t”\t礼\t包";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";"Prinz Eugen Pack";;
"charServer/entitlement/ussr_beginners_pack_ps_prem";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"Начальный набор СССР";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"苏\t联\t入\t门\t礼\t包";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";"USSR Starter Pack";;
"charServer/entitlement/germany_beginners_pack_ps_prem";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"Начальный набор Германии";"German Starter Pack";"German Starter Pack";"German Starter Pack";"德\t国\t入\t门\t礼\t包";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";"German Starter Pack";;
"charServer/entitlement/japan_beginners_pack_ps_prem";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Начальный набор Японии";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"日\t本\t入\t门\t礼\t包";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";"Japanese Starter Pack";;
"charServer/entitlement/britain_beginners_pack_ps_prem";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"Начальный набор Великобритании";"British Starter Pack";"British Starter Pack";"British Starter Pack";"英\t国\t入\t门\t礼\t包";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";"British Starter Pack";;
"charServer/entitlement/uk_rooikat_105_ps_prem";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Набор Rooikat 105";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"“\t大\t山\t猫\t”\t/105 \t毫\t米\t礼\t包";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";"Rooikat 105 Pack";;
"charServer/entitlement/ah_64a_peten_ps_prem";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Набор Apache";"Apache Pack";"Apache Pack";"Apache Pack";"“\t阿\t帕\t奇\t”\t礼\t包";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";"Apache Pack";;
