"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"clan/admin_mode";"Moderation Mode";"Mode Modération";"Modalità moderazione";"Moderationsmodus";"Modo de moderación";"Режим модерирования";"Tryb Moderacji";"Moderovací mód";"Yönetici Modu";"管\t理\t员\t模\t式";"モデレートモード";"Modo de moderação";"Moderation Mode";"Режим модерації";"Moderatorski režim";"Moderálási mód";"관리자 모드";"Рэжым мадэрацыі";"Modalitate de moderare";"管理員模式";"管\t理\t员\t模\t式";"NOT TRANSLATED";
"clan/cancel_request";"Cancel Membership Application";"Annuler la demande d'adhésion";"Annullare la domanda di iscrizione";"Mitgliedsantrag zurückziehen";"Cancelar la solicitud de membresía";"Отменить запрос на вступление";"Anuluj aplikację członkowską";"Zrušit žádost o členství";"Üyelik Başvurusunu İptal Et";"取\t消\t入\t队\t申\t请";"入隊申込を\t取り\t消す";"Cancelar o pedido de adesão";"Cancel Membership Application";"Відмінити заявку на вступ";"Otkaži prijavu za članstvo";"Felvételi kérelem visszavonása";"전입 신청을 취소합니다.";"Скасаваць заяву на ўступ";"Anulare candidatură";"取消會員申請";"取\t消\t入\t队\t申\t请";;
"clan/cancel_request_question";"Are you sure you want to cancel this membership application?";"Êtes-vous certain de vouloir annuler cette demande d'adhésion ?";"Sei sicuro di voler cancellare la domanda di iscrizione?";"Bist du sicher, dass du deinen Mitgliedsantrag zurückziehen willst?";"¿Está seguro de que desea cancelar esta solicitud de membresía?";"Вы уверены, что хотите отменить запрос на вступление?";"Czy na pewno chcesz anulować aplikację członkowską?";"Opravdu chceš zrušit žádost o členství?";"Bu üyelik başvurusunu iptal etmek istediğinizden emin misiniz?";"确\t定\t要\t取\t消\t入\t队\t申\t请\t吗\t？";"入隊申込を\t取り\t消してよろしいですか？";"Tem a certeza que deseja cancelar este pedido de adesão?";"Are you sure you want to cancel this membership application?";"Ви впевнені, що хочете відмінити заявку на вступ?";"Da li ste sigurni da želite da prekinete prijavu za članstvo?";"Biztosan vissza szeretnéd vonni ezen felvételi kérelmed?";"전입 신청을 취소하시겠습니까?";"Ці сапраўды хочаце скасаваць заяву на ўступ?";"Sigur dorești să anulezi candidarea ca membru?";"確定要取消會員申請嗎？";"确\t定\t要\t取\t消\t入\t队\t申\t请\t吗\t？";;
"msg/clan/clan_request_cancel_previous";"When a new application is sent, your previous application for membership in the squadron {prevClanName} will be cancelled.";"Lorsqu’une nouvelle demande d'adhésion est envoyée, votre demande d'adhésion précédente pour l'escadron {prevClanName} sera annulée.";"Quando viene inviata una nuova richiesta, quella precedente per la squadriglia {prevClanName} verrà annullata.";"Solltest du diese Bewerbung abschicken, wird deine vorangehende Bewerbung bei der Kampfgruppe {prevClanName} automatisch zurückgezogen.";"Cuando se envía una nueva solicitud, tu solicitud de membresía previa en el escuadrón {prevClanName} será cancelada.";"При подаче новой заявки ваша предыдущая заявка в полк {prevClanName} будет аннулирована.";"Po wysłaniu nowej aplikacji Twój poprzedni wniosek o członkostwo w dywizjonie {prevClanName} zostanie anulowany.";"Při odeslání nové žádosti bude tvá předchozí žádost o členství ve svazu {prevClanName} zrušena";"Yeni bir başvuru gönderildiğinde, {prevClanName} filosundaki eski üyelik başvurunuz iptal edilecektir.";"发\t送\t新\t的\t入\t队\t申\t请\t后\t，\t向\t联\t队\t {prevClanName} \t发\t起\t的\t申\t请\t将\t被\t取\t消\t。";"新たに\t入隊を\t申し\t込んだ\t場合、\t {prevClanName} 部隊への\t入隊申込は\t取り\t消されます。";"When a new application is sent, your previous application for membership in the squadron {prevClanName} will be cancelled.";"When a new application is sent, your previous application for membership in the squadron {prevClanName} will be cancelled.";"При подачі нової заявки ваша попередня заявка в полк {prevClanName} буде анульована.";"Kada je nova aplikacija poslata, vaša prethodna aplikacija za članstvo u eskadrili {prevClanName} će biti otkazana.";"Újabb felvételi kérelem benyújtása esetén a(z) {prevClanName} századba korábban benyújtott kérelmed visszavonásra kerül.";"새로운 가입신청을 하게 되면, 이전에 비행대 {prevClanName} 보낸 가입신청은 자동으로 취소됩니다.";"Пры падачы новай заявы ваша папярэдняя заява на ўступ {prevClanName} будзе скасаваная.";"Când este trimisă o nouă candidatură, candidatura anterioară ca membru pentru compania {prevClanName} va fi anulată.";"發送新的會員申請後，向聯隊 {prevClanName} 發送的申請將被取消";"发\t送\t新\t的\t入\t队\t申\t请\t后\t，\t向\t联\t队\t {prevClanName} \t发\t起\t的\t申\t请\t将\t被\t取\t消\t。";;
"clan/was_closed";"This Squadron is closed to new membership applications.";"Cet escadron est fermé aux nouvelles demandes d'adhésion.";"Questo squadrone non accetta nuove richieste di arruolamento.";"Diese Kampfgruppe akzeptiert zur Zeit keine Mitgliedsanträge.";"Este escuadrón está cerrado para nuevas solicitudes de membresía.";"Приём заявок на вступление в полк закрыт.";"Dywizjon ten jest zamknięty dla nowych członków.";"Svaz nepřijímá žádosti o členství";"Bu filo yeni üyelik başvurularına kapalı.";"联\t队\t拒\t绝\t入\t队\t申\t请\t。";"この\t部隊では\t新たな\t入隊希望者は\t現在募集していません。";"Este esquadrão está fechado para novos pedidos de adesão.";"This Squadron is closed to new membership applications.";"Приймання заявок на вступ у полк закрито.";"Ova eskadrila ne prima nove članove.";"A századba való felvételi kérelmek benyújtása tiltva.";"이 비행대는 신규 전입 신청을 받지 않고 있습니다.";"Полк не прымае заявы на ўступ.";"Această companie nu mai primește solicitări de aderare.";"聯隊關閉會員申請";"联\t队\t拒\t绝\t入\t队\t申\t请\t。";;
"clan/was_opened";"This Squadron is open to new membership applications.";"Cet escadron est ouvert aux nouvelles demandes d'adhésion.";"Questo squadrone accetta nuove richieste di arruolamento.";"Diese Kampfgruppe ist offen für Bewerbungen auf Mitgliedschaft.";"Este escuadrón está abierto para nuevas solicitudes de membresía.";"Приём заявок на вступление в полк открыт.";"Dywizjon ten jest otwarty na nowe wnioski o członkostwo.";"Svaz přijímá žádosti o členství";"Bu filo yeni üyelik başvurularına açık.";"联\t队\t接\t受\t入\t队\t申\t请\t。";"この\t部隊は\t新たな\t入隊希望者を\t受付中です。";"Este esquadrão está aberto para novos pedidos de adesão.";"This Squadron is open to new membership applications.";"Приймання заявок на вступ у полк відкрито.";"Ova eskadrila prima nove članove.";"A századba való felvételi kérelmek benyújtása engedélyezve.";"이 비행대는 신규 전입 신청을 받고 있습니다.";"Полк прымае заявы на ўступ.";"Această companie primește solicitări noi de aderare.";"聯隊開放新會員申請";"联\t队\t接\t受\t入\t队\t申\t请\t。";;
"clan/closed_for_new_req";"This Squadron is closed to new membership applications.";"Cet escadron est fermé aux nouvelles demandes d'adhésion.";"Questo squadrone non accetta nuove richieste di arruolamento.";"Diese Kampfgruppe akzeptiert zur Zeit keine Mitgliedsanträge.";"Este escuadrón está cerrado para nuevas solicitudes de membresía.";"Приём заявок на вступление в полк закрыт.";"Dywizjon ten jest zamknięty dla nowych członków.";"Svaz nepřijímá žádosti o členství";"Bu filo yeni üyelik başvurularına kapalı.";"已\t关\t闭\t入\t队\t申\t请\t。";"この\t部隊では\t新たな\t入隊希望者は\t現在募集していません。";"Este esquadrão está fechado para novos pedidos de adesão.";"This Squadron is closed to new membership applications.";"Приймання заявок на вступ у полк закрито.";"Ova eskadrila ne prima nove prijave za članstvo.";"A századba való felvételi kérelmek benyújtása tiltva.";"이 비행대는 신규 전입 신청을 받지 않고 있습니다.";"Полк не прымае заявы на ўступ.";"Această companie nu mai primește solicitări de aderare.";"聯隊關閉新會員申請";"已\t关\t闭\t入\t队\t申\t请\t。";;
"clan/open_close_new_req";"Open/close this Squadron to new membership applications.";"Ouvrir/fermer cet Escadron aux nouvelles demandes d'adhésion.";"Apri/Chiudi questa Squadriglia a nuove richieste di arruolamento.";"Kampfgruppe für neue Bewerbungen öffnen/schließen.";"Abrir/cerrar este escuadrón a nuevas solicitudes de membresía.";"Открыть/закрыть приём заявок на вступление в полк.";"Otwórz/Zamknij ten dywizjon dla nowych wniosków o członkostwo.";"Otevřít/uzavřít tento svaz pro nové žádosti o členství";"Filo için yeni üyelik başvurularını aç/kapat.";"开\t放\t/\t关\t闭\t入\t队\t申\t请";"この\t部隊の\t入隊希望者への\t受付を\t変更します。";"Abrir/fechar este esquadrão para novos pedidos de adesão.";"Open/close this Squadron to new membership applications.";"Відкрити/закрити приймання заявок на вступ у полк.";"Otvoriti/zatvoriti ovu eskadrilu za nove prijave za članstvo.";"A századba való felvételi kérelmek benyújtásának engedélyezése/tiltása.";"비행대가 신규 전입 신청을 받을 것인지 결정합니다.";"Адкрыць/закрыць прыём заяў на ўступ у гэты полк.";"Închidere/deschidere companie pentru solicitări de aderare.";"聯隊開放/關閉新會員申請";"开\t放\t/\t关\t闭\t入\t队\t申\t请";;
"clan/opened";"opened";"ouvert";"aperto";"geöffnet";"abierto";"открыт";"otwarto";"otevřen";"açıldı";"接\t受";"オープン";"aberto";"opened";"Відкрито";"otvoreno";"nyitott";"모집 중";"адкрыты";"deschisă";"接受";"接\t受";;
"clan/closed";"closed";"fermé";"chiuso";"geschlossen";"cerrado";"закрыт";"zamknięto";"uzavřen";"kapandı";"拒\t绝";"クローズド";"fechado";"closed";"Закрито";"zatvoreno";"zárt";"모집 안함";"закрыты";"închisă";"關閉";"拒\t绝";;
"clan/leader/cant_change_my_role";"You cannot change your grade in the Squadron until you are the only commander.";"Vous ne pouvez pas modifier votre grade dans l'Escadron tant que vous êtes le seul commandant.";"Non puoi cambiare il tuo grado nello Squadriglia finché sei l'unico comandante.";"Du kannst den eigenen Rang in der Kampfgruppe nur dann ändern, wenn du der einzige Kommandant bist.";"No puedes cambiar tu rango en el escuadrón ya que eres el único comandante.";"Вы не можете изменить своё звание, пока в полке нет другого командира.";"Nie możesz zmienić własnej rangi w dywizjonie, dopóki jesteś jedynym dowódcą.";"Hodnost ve svazu může změnit jen její velitel";"Filo Komutanı olmadığınız sürece filo içindeki kademenizi değiştiremezsiniz.";"当\t且\t仅\t当\t你\t是\t唯\t一\t的\t联\t队\t指\t挥\t官\t时\t才\t能\t修\t改\t自\t己\t的\t军\t阶\t。";"部隊の\t階級変更は\t隊長のみ\t可能です。";"Não pode mudar o seu cargo no esquadrão pois é o único comandante.";"You cannot change your grade in the Squadron until you are the only commander.";"Ви не можете змінити своє звання, поки в полку немає іншого командира.";"Ne možete promeniti vaš stepen u eskadrili sve dok ne budete jedini komandant.";"Nem módosíthatod a beosztásod a században, amíg te vagy az egyetlen parancsnok.";"자신이 대대장일 때에만 자신의 계급을 바꿀 수 있습니다.";"Вы не можаце панізіць сваё званне, пакуль у палку акрамя вас няма іншых камандзіраў.";"Nu-ți poți schimba gradul din companie doar dacă ești unicul comandant";"當你是唯一的聯隊指揮官時才能修改自己的軍階";"当\t且\t仅\t当\t你\t是\t唯\t一\t的\t联\t队\t指\t挥\t官\t时\t才\t能\t修\t改\t自\t己\t的\t军\t阶\t。";;
"clan/shortArcadeBattle";"AB";"AB";"AB";"AS";"BA";"АБ";"BZ";"AB";"BS";"街\t机";"AB";"BA";"AB";"АБ";"AB";"AB";"아케이드";"АБ";"LA";"街機模式";"标\t准";;
"clan/shortHistoricalBattle";"RB";"RB";"RB";"RS";"BR";"РБ";"BR";"RB";"GS";"历\t史";"RB";"BR";"RB";"РБ";"RB";"RB";"리얼리스틱";"РБ";"LR";"歷史模式";"历\t史";;
"clan/shortFullRealBattles";"SB";"SB";"SB";"SS";"SB";"СБ";"BS";"SB";"SS";"全\t真";"SB";"BS";"SB";"СБ ";"SB";"SB";"시뮬레이터";"СБ";"LS";"SB";"全\t真";;
"clan/log/create_log";"Squadron creation";"Création d'escadron";"Creazione Squadriglia";"Kampfgruppen-Aufstellung";"Creación de Escuadrón";"Создание полка";"Utworzenie Dywizjonu";"Vytvoření svazu";"Filo oluşturma";"创\t建\t联\t队";"部隊作成";"Squadron creation";"Squadron creation";"Створення полку";"Kreacija eskadrila";"A század megalapult";"비행대 창설";"Стварэнне палка";"Creare companie";"聯隊創建";"创\t建\t联\t队";;
"clan/log/upgrade_log";"Squadron upgrade";"Mise à niveau d'escadron";"Aggiornamento Squadriglia";"Kampfgruppen-Aufstufung";"Mejoras al Escuadrón";"Улучшение полка";"Rozszerzenie Dywizjonu";"Povýšení svazu";"Filo yükseltmesi";"升\t级\t联\t队";"部隊の\tアップグレード";"Squadron upgrade";"Squadron upgrade";"Покращення полку";"Nadogradnja eskadrile";"A század felfejlesztésre került";"비행대 승격";"Павышэнне палка";"Îmbunătățire companie";"升級聯隊";"升\t级\t联\t队";;
"clan/log/add_new_member_log";"Player {nick} was added to the Squadron";"Le joueur {nick} a été admis dans l'escadron";"Il giocatore {nick} è stato aggiunto alla Squadriglia";"Spieler {nick} wurde in die Kampfgruppe aufgenommen";"El jugador {nick} ha sido incorporado al Escuadrón";"Игрок {nick} был принят в полк";"Gracz {nick} dołączył do Dywizjonu";"Hráč {nick} byl přijat do svazu";"Oyuncu {nick} filoya kabul edilmiştir";"{nick} \t已\t加\t入\t联\t队";"プレイヤー: {nick} が\t部隊に\t参加しました";"Player {nick} was added to the Squadron";"Player {nick} was added to the Squadron";"Гравець {nick} був прийнятий в полк";"Igrač {nick} je primljen u eskadrilu";"{nick} felvételt nyert a századba";"{nick}(이)가 비행대에 새로 전입하였습니다.";"Гульца {nick} прынялі ў полк";"Jucătorul {nick} a fost acceptat în companie";"玩家 {nick} 已經加入聯隊";"{nick} \t已\t加\t入\t联\t队";;
"clan/log/remove_member_log";"Player {nick} was removed from the Squadron";"Le joueur {nick} a été exclus de l'escadron";"Il giocatore {nick} è stato escluso dalla Squadriglia";"Spieler {nick} wurde der Kampfgruppe verwiesen";"El jugador {nick} ha dejado el Escuadrón";"Игрок {nick} был исключен из полка";"Gracz {nick} został wykluczony z Dywizjonu";"Hráč {nick} byl vyloučen ze svazu";"{nick} filodan çıkarıldı";"{nick} \t被\t移\t出\t联\t队";"プレイヤー: {nick} が\t部隊から\t去りました";"Player {nick} was removed from the Squadron";"Player {nick} was removed from the Squadron";"Гравець {nick} залишив полк";"Igrač {nick} je napustio eskadrilu";"{nick} elbocsátásra került a századból";"{nick}(이)가 비행대에서 전출되었습니다.";"Гулец {nick} быў выключаны з палка";"Jucătorul {nick} a fost exclus din companie";"玩家 {nick} 的加入申請被聯隊拒絕";"{nick} \t退\t出\t了\t联\t队";"NOT TRANSLATED";
"clan/log/leave_member_log";"Player {nick} has left the Squadron";"Le joueur {nick} a quitté l'escadron";"Il giocatore {nick} ha lasciato la Squadriglia";"Spieler {nick} hat die Kampfgruppe verlassen";"El jugador {nick} ha dejado el Escuadrón";"Игрок {nick} покинул полк";"Gracz {nick} opuścił Dywizjon";"Hráč {nick} opustil svaz";"{nick} filoyu terk etti";"{nick} \t退\t出\t了\t联\t队";"プレイヤー: {nick} が\t部隊から\t去りました";"Player {nick} has left the Squadron";"Player {nick} has left the Squadron";"Гравець {nick} покинув полк";"Player {nick} has left the Squadron";"{nick} elhagyta a századot";"플레이어 {nick} 이(가) 비행대를 떠남";"Гулец {nick} пакінуў полк";"Jucătorul {nick} a părăsit compania";"玩家 {nick} 退出了聯隊";"{nick} \t被\t移\t出\t联\t队";"NOT TRANSLATED";
"clan/log/change_role_log";"Squadron member {nick}'s role was changed to {role}";"Le rôle du joueur {nick} a changé : {role}";"Il ruolo del membro di Squadriglia {nick} è stato cambiato in {role}";"Die Kampfgruppen-Rolle des Spielers {nick} wurde auf {role} geändert";"Ha cambiado el rol del miembro del escuadrón {nick}";"Звание члена полка {nick} изменено на {role}";"Status członka Dywizjonu {nick} został zmieniony na {role}";"Hodnost člena svazu {nick} byla změněna na {role}";"{nick} isimli filo üyesinin rolü şuna değiştirildi: {role}";"{nick} \t的\t军\t阶\t已\t变\t更\t为\t {role}";"部隊の\tメンバー {nick} の\t役割が\t変更されました";"Squadron member {nick}'s role was changed to {role}";"Squadron member {nick}'s role was changed to {role}";"Звання члена полку {nick} змінено";"Članu eskadrile {nick} je promenjen čin";"{nick} beosztása megváltoztatásra került, új beosztása: {role}";"대대원 {nick}의 직위가 변경되었습니다.";"Званне члена палка {nick} зменена на {role}";"Rolul membrului {nick} a fost schimbat în {role}";"聯隊成員 {nick} 的職稱變更為 {role}";"{nick} \t的\t军\t阶\t已\t变\t更\t为\t {role}";"NOT TRANSLATED";
"clan/log/change_info_log";"Squadron info was changed";"Le descriptif de l'escadron a été changé";"Le informazioni Squadriglia sono state cambiate";"Die Kampfgruppen-Infos wurden geändert";"Ha cambiado la información del Escuadrón";"Информация о полке была изменена";"Zmieniono informację o Dywizjonie";"Informace o svazu byla změněna";"Filo bilgisi değiştirildi";"联\t队\t信\t息\t已\t修\t改";"部隊の\t情報が\t変更されました";"Squadron info was changed";"Squadron info was changed";"Інформація про полк була змінена";"Informacije eskadrile su promenjene";"A századinformáció megváltozott";"비행대 정보가 변경되었습니다.";"Інфармацыя аб палку зменена";"Informațiile companiei au fost schimbate";"聯隊資訊已經修改";"联\t队\t信\t息\t已\t修\t改";;
"clan/log/reject_candidate_log";"Player {nick}'s application was rejected";"La candidature du joueur {nick} a été refusée";"La richiesta del giocatore {nick} è stata respinta";"Die Bewerbung von {nick} wurde abgelehnt";"La solicitud del jugador {nick} fue rechazada";"Заявка игрока {nick} на вступление в полк была отклонена";"Odrzucono aplikację gracza {nick}";"Žádost hráče {nick} byla zamítnuta";"{nick} oyuncusunun başvurusu reddedildi";"玩\t家\t {nick} \t的\t入\t队\t申\t请\t被\t驳\t回";"プレイヤー {nick}の\t申請が\t却下されました";"Player {nick}'s application was rejected";"Player {nick}'s application was rejected";"Запит гравця {nick} був відхилений";"Player {nick}'s application was rejected";"{nick} csatlakozási kérelme elutasításra került";"플레이어 {nick} 의 참가신청이 거절됨";"Player {nick}'s application was rejected";"Candidatura jucătorului {nick} a fost refuzată";"玩家 {nick} 的申請被拒絕了";"Player {nick}'s application was rejected";"NOT TRANSLATED";
"clan/log/add_to_blacklist_log";"Player {nick} was added to Squadron Blacklist";"Le joueur {nick} a été ajouté à la liste noire de l'Escadron";"Il giocatore {nick} è stato aggiunto alla lista nera di squadriglia";"{nick} wurde der Blockierliste des Geschwaders hinzugefügt";"Jugador {nick} fue agregado a la lista negra del Escuadrón";"Игрок {nick} был добавлен в чёрный список полка";"Gracz {nick} został dodany do czarnej listy Dywizjonu";"Hráč {nick} byl přidán na Černou listinu svazu";"{nick} Filo kara listesine eklendi";"玩\t家\t {nick} \t被\t列\t入\t联\t队\t黑\t名\t单";"部隊\tブラックリストに\tプレイヤー {nick} を\t追加";"Player {nick} was added to Squadron Blacklist";"Player {nick} was added to Squadron Blacklist";"Гравець {nick} був доданий до Чорного списку";"Player {nick} was added to Squadron Blacklist";"{nick} hozzáadva a század feketelistájához";"플레이어 {nick} 이(가) 비행대 차단목록에 추가됨";"Player {nick} was added to Squadron Blacklist";"Jucătorul {nick} a fost adăugat în lista neagră a companiei";"玩家 {nick} 已經被加入了聯隊黑名單";"Player {nick} was added to Squadron Blacklist";"NOT TRANSLATED";
"clan/log/remove_from_blacklist_log";"Player {nick} was removed from the Squadron Blacklist";"Le joueur {nick} a été retiré de la liste noire de l'Escadron";"Il giocatore {nick} è stato rimosso dalla lista nera di squadriglia";"{nick} wurde von der Blockierliste des Geschwaders entfernt";"Jugador {nick} fue removido de la lista negra del Escuadrón";"Игрок {nick} был удален из чёрного списка полка";"Gracz {nick} został usunięty z czarnej listy Dywizjonu";"Hráč {nick} byl odstraněn z Černé listiny svazu";"{nick} Filo kara listesinden çıkarıldı";"玩\t家\t {nick} \t被\t从\t联\t队\t黑\t名\t单\t中\t移\t除";"部隊\tブラックリストから\tプレイヤー {nick} を\t削除";"Player {nick} was removed from the Squadron Blacklist";"Player {nick} was removed from the Squadron Blacklist";"Гравець {nick} був вилучений в Чорного списку";"Player {nick} was removed from the Squadron Blacklist";"{nick} lekerült a század feketelistájáról";"플레이어 {nick} 이(가) 비행대 차단목록에서 제거됨";"Player {nick} was removed from the Squadron Blacklist";"Jucătorul {nick} a fost eliminat din lista neagră a companiei";"玩家 {nick} 已經從聯隊黑名單中移除";"Player {nick} was removed from Squadron Blacklist";"NOT TRANSLATED";
"clan/log/initiated_by";"by {nick}";"par {nick}";"per {nick}";"von {nick}";"por {nick}";"{nick}";"założony przez {nick}";"hráčem {nick}";"{nick} tarafından";"（\t执\t行\t者\t：\t{nick}\t）";"{nick} によって";"by {nick}";"by {nick}";"{nick}";"od {nick}";"{nick} által";" {nick}에 의해 가입";"{nick}";"de către {nick}";"由 {nick}";"（\t执\t行\t者\t：\t{nick}\t）";;
"clan/log/initiated_by_admin";"by {nick} in administrator mode";"par {nick} en mode administrateur";"per {nick} in modalità amministratore";"von {nick} im Administratormodus";"por {nick} en modo administrador";"{nick} в режиме администратора";"założony przez {nick} w trybie administratora";"administrátorem {nick}";"admin modundaki {nick} tarafından";"（\t管\t理\t员\t模\t式\t执\t行\t者\t：\t{nick}\t）";"{nick} によって\t管理者\tモードになりました";"by {nick} in administrator mode";"by {nick} in administrator mode";"{nick} в режимі адміністратора";"od {nick} u administratorskom modu";"{nick} adminisztrátor által";"{nick}에 의해 관리자 모드에서 가입";"{nick} у рэжыме адміністратара";"de către {nick} în modul administrator";"由 {nick} 在管理員模式下";"（\t管\t理\t员\t模\t式\t执\t行\t者\t：\t{nick}\t）";;
"clan/log/old_members_role";"Previous grade";"Grade précédent";"Grado precedente";"Bisherige Rolle";"Grado anterior";"Предыдущее звание";"Poprzedni stopień";"Předchozí stupeň";"Önceki sınıf";"前\t一\t军\t阶";"以前の\t階級";"Previous grade";"Previous grade";"Попереднє звання";"Predhodni čin";"Korábbi beosztás";"이전 계급";"Папярэдняе званне";"Grad anterior";"之前的軍階";"前\t一\t军\t阶";;
"clan/log/new_members_role";"New grade";"Nouveau grade";"Nuovo grado";"Neue Rolle";"Nuevo grado de";"Новое звание";"Nowa ranga";"Nová hodnost";"Yeni kademe";"新\t军\t阶";"新しい\t階級";"New grade";"New grade";"Нове звання";"Novi stepen";"Új beosztás";"새 계급";"Новае званне";"Grad nou";"新軍階";"新\t军\t阶";;
"clan/log/upgrade_members_log";"Members limit increased";"Augmentation de la limite de membres";"Limite di membri aumentato";"Maximale Mitgliederzahl erhöht";"Límite de miembros ha incrementado";"Максимальное количество участников увеличено";"Limit członków zwiększony";"Počet členů zvýšen";"Üye sınırı arttı";"已\t提\t升\t成\t员\t上\t限";"メンバー\t上限値を\t増加";"Members limit increased";"Members limit increased";"Максимальну кількість учасників збільшено";"Limit članova povećan";"A létszámkorlát megnövelésre került";"정원 증가";"Максімальная колькасць удзельнікаў павялічана";"Limita membrilor a fost mărită";"成員上限已經提升";"已\t提\t升\t成\t员\t上\t限";;
"clan/log/old_members_limit";"Previous value";"Valeur précédente";"Valore precedente";"Bisheriger Wert";"Valor previo";"Предыдущее значение";"Poprzednia wartość";"Předchozí hodnota";"Önceki değer";"前\t一\t成\t员\t上\t限";"前の\t値";"Previous value";"Previous value";"Попереднє значення";"Prethodna vrednost";"Korábbi létszámkorlát";"이전 정원";"Папярэдняе значэнне";"Valoare anterioară";"之前成員數量";"前\t一\t成\t员\t上\t限";;
"clan/log/new_members_limit";"New value";"Nouvelle valeur";"Nuovo valore";"Neuer Wert";"Nuevo valor";"Новое значение";"Nowa wartość";"Nová hodnota";"Yeni değer";"新\t成\t员\t上\t限";"新しい\t値";"New value";"New value";"Нове значення";"Nova vrednost";"Új létszámkorlát";"새로운 정원";"Новае значэнне";"Valoare nouă";"新成員數量上限";"新\t成\t员\t上\t限";;
"clan/log/comment";"Comment";"Commentaire";"Commento";"Kommentar";"Comentario";"Комментарий";"Komentarz";"Komentář";"Yorum";"评\t论";"コメント";"Comment";"Comment";"Коментар";"Comment";"Megjegyzés";"코멘트";"Comment";"Comentariu";"評論";"Comment";"NOT TRANSLATED";
"clan/clan_log";"Squadron log";"Journal de l'Escadron";"Registro Squadriglia";"Kampfgruppen-Protokoll";"Bitácora del Escuadrón";"Полковой журнал";"Dziennik Dywizjonu";"Log svazu";"Filo günlüğü";"联\t队\t日\t志";"部隊\tログ";"Squadron log";"Squadron log";"Полковий журнал";"Dnevnik eskadrile";"Századnapló";"비행대 기록";"Палкавы журнал";"Jurnal companie";"聯隊日誌";"联\t队\t日\t志";;
"clan/clan_awards";"Squadron Awards";"Récompense de l’Escadron";"Premi Squadriglia";"Kampfgruppen-Auszeichnungen";"Premios de Escuadrón";"Награды полка";"Nagrody Dywizjonu";"Svazová odměna";"Filo ödülleri";"联\t队\t战\t绩";"部隊報酬";"Squadron Awards";"Squadron Awards";"Нагороди Полку";"Nagrade eskadrile";"A század kitüntetései";"비행대 수훈";"Узнагароды палка";"Distincții companie";"聯隊獎勵";"联\t队\t战\t绩";"NOT TRANSLATED";
"clan/clan_awards/hint/favoritesLimit";"No more places in favorites";"Plus de place dans les favoris";"Posti tra i preferiti terminati";"Kein Platz mehr in den Favoriten";"No hay mas espacio en favoritos";"Нет больше места в избранном";"No more places in favorites";"No more places in favorites";"No more places in favorites";"收\t藏\t已\t满";"これ\t以上お\t気に\t入りを\t設定することはできません";"No more places in favorites";"No more places in favorites";"Немає більше місця в обраному";"No more places in favorites";"No more places in favorites";"선호목록에 더 이상 추가할 수 없습니다";"No more places in favorites";"Nu mai sunt locuri în favorite";"No more places in favorites";"No more places in favorites";"NOT TRANSLATED";
"clan/changeMembershipRequirementsTitle";"Requirements to Candidates";"Prérequis des candidats";"Requisiti per i Candidati";"Anfoderungen für Bewerber";"Requisitos para los candidatos";"Требования к соискателям";"Wymagania wobec kandydatów";"Požadavky na kandidáty";"Adaylar için Gereksinimler";"对\t申\t请\t人\t的\t要\t求";"志望者条件";"Requirements to Candidates";"Requirements to Candidates";"Вимоги до кандидатів";"Zahtevi za kandidate";"Felvételi követelmények";"지원자 요건";"Патрабаванні да кандыдатаў";"Cerințe pentru candidați";"對申請者的要求";"对\t申\t请\t人\t的\t要\t求";;
"clan/rankReqTank";"Minimal Ground Vehicles Rank";"Rang minimum des véhicules terrestres";"Era unità Terrestri minima";"Mindestrang bei den Landstreitkräften";"Rango mínimo de vehículos terrestres";"Минимальный ранг наземной техники";"Wymagana odblokowana era pojazdów naziemnych";"Minimální úroveň vozidel";"En Düşük Yer Birimleri Seviyesi";"最\t低\t陆\t军\t等\t级";"必要最低限地上車両\tランク";"Minimal Ground Vehicles Rank";"Minimal Ground Vehicles Rank";"Мінімальний ранг наземної техніки";"Minimalni rang kopnenih vozila";"Hadsereg minimális rangja";"최소 차량 랭크";"Мінімальны ранг наземнай тэхнікі";"Rang minim vehicule terestre";"最低陸戰載具等級";"最\t低\t陆\t军\t等\t级";;
"clan/rankReqAircraft";"Minimal Aerial Vehicles Rank";"Rang minimum des véhicules aériens";"Era Aerei minima";"Mindestrang bei den Luftstreitkräften";"Rango mínimo de vehículos aéreos";"Минимальный ранг авиации";"Wymagana odblokowana era samolotów";"Minimální úroveň letadel";"En Düşük Hava Araçları Seviyesi";"最\t低\t空\t军\t等\t级";"必要最低限機体\tランク";"Minimal Aerial Vehicles Rank";"Minimal Aerial Vehicles Rank";"Мінімальний ранг авіації";"Minimalni rang vazdušnih vozila";"Légierő minimális rangja";"최소 항공기 랭크";"Мінімальны ранг авіяцыі";"Rang minim vehicule aeriene";"最低空戰載具等級";"最\t低\t空\t军\t等\t级";;
