"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Vietnamese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"tutorial04_dialogue09_p01";"You need to descend to an altitude of 400 meters.";"Vous devez descendre à une altitude de 400 mètres.";"Devi scendere ad un'altitudine di 400 metri.";"Sie müssen auf eine Höhe von 400 Metern hinuntergehen.";"Tienes que descender a una altitud entre 30 y 100 metros.";"Сейчас вам нужно снизиться до 400 метров.";"Musisz obniżyć wysokość lotu do 400 metrów.";"Musíš klesnout do výšky 400 metrů";"400 metre irtifaya alçalman gerekli.";"你\t需\t要\t下\t降\t至\t 400 \t米\t高\t度\t。";"高度三十\tメートルから\t百\tメートルの\t間に\t降下するんだ";"Precisas de descer para uma altitude de 30-100 metros.";"You need to descend to an altitude of 400 meters.";"Зараз вам потрібно знизитися до 400 метрів.";"Morate se spustiti na visinu 400 metara.";"Le kell ereszkedned 400 méteres magasságra.";"고도를 400m까지 내려야 한다.";"Зараз знізіцеся да 400 метраў.";"Trebuie să cobori la o altitudine de 400 de metri.";"你需要降落到30-100米的高度。";"你\t需\t要\t下\t降\t至\t 400 \t米\t高\t度\t。";;
"tutorial04_dialogue09_p02";"Level the plane. It needs to be flying horizontally or with a slight down pitch.";"Mettez l'avion à plat. Il doit voler à l’horizontale ou avec une légère inclinaison vers le bas.";"Metti in assetto orizzontale l'aereo. Deve stare in posizione orizzontale o con una leggera inclinazione verso il basso.";"Richten Sie das Flugzeug aus. Es muss horizontal oder mit heruntergedrückter Nase fliegen.";"Nivela el avión. Tiene que estar volando horizontalmente o con una leve inclinación hacia abajo.";"Выравнивайте самолёт. Он должен лететь горизонтально либо с небольшим наклоном вниз.";"Wyrównaj. Musisz lecieć równolegle do ziemi lub lekko pochylony do przodu.";"Vyrovnej letoun, musí letět vodorovně nebo mírně klesat";"Uçağı dengele. Yatay olarak veya hafif burnu aşağıda uçması gereklidir.";"改\t平\t飞\t机\t。\t投\t放\t时\t需\t要\t水\t平\t飞\t行\t或\t者\t稍\t稍\t压\t下\t机\t头\t。";"機体を\t水平に　\t水平飛行、\tもしくは\t僅かに\t機首が\t下がっている\t状態に\t持っていけ";"Nivela o avião. Ele precisa de estar a voar horizontalmente ou com uma ligeira inclinação.";"Level the plane. It needs to be flying horizontally or with a slight down pitch.";"Вирівнюйте літак. Він повинен летіти горизонтально або з невеличким нахилом вниз.";"Izravnajte avion. Treba da leti horizontalno ili u blagom padu.";"Hozd szintbe a repülőgépet. Vízszintesen vagy egy kicsit lefelé döntve kell repülnöd.";"수평을 유지해라. 기수를 수평으로 하거나 약간 아래로 내릴 필요가 있다.";"Выраўноўвайце самалёт — ён павінен ляцець гарызантальна або крыху нахіліўшыся наперад.";"Echilibrează avionul. Trebuie să zbori pe orizontală sau puțin înclinat în jos.";"拉平飛機。它需要水準飛行或者稍微朝下。";"改\t平\t飞\t机\t。\t投\t放\t时\t需\t要\t水\t平\t飞\t行\t或\t者\t稍\t稍\t压\t下\t机\t头\t。";;
"tutorial04_dialogue09_p03";"Under no circumstances should you pull your nose up!";"Vous ne devez jamais remonter votre nez !";"Non devi assolutamente sollevare il muso!";"Auf gar keinen Fall dürfen Sie die Nase hochziehen!";"¡Bajo ninguna circunstancia debes tirar el morro hacia arriba!";"Ни в коем случае не поднимайте нос самолёта.";"W żadnym wypadku nie unoś nosa w górę!";"V žádném případě nesmíš zvedat nos vzhůru!";"Ne olursa olsun burnunu havaya kaldırma!";"但\t决\t不\t能\t拉\t起\t机\t头\t！";"何があっても\t絶対に\t機首を\t上げない\t事";"Sob nenhuma circunstância tu deves puxar o nariz!";"Under no circumstances should you pull your nose up!";"Ні в якому разі не підіймайте ніс літака.";"Ni pod kojim okolnostima ne vucite ​​nos prema gore!";"Semmilyen körülmények között ne húzd fel az orrát!";"어떻든 간에 기수를 올리면 안돼!";"Ні ў якім выпадку не паднімайце нос самалёта.";"În nici un caz nu trebuie să ridici botul!";"無論何時都不能讓你的機頭朝上！";"但\t决\t不\t能\t拉\t起\t机\t头\t！";;
"tutorial04_dialogue10_p01";"When you select your target, you will see torpedo crosshairs.";"En sélectionnant votre cible, vous verrez la ligne de mire des torpilles.";"Dopo aver selezionato l'obiettivo, vedrai i reticoli del siluro.";"Wenn Sie Ihr Ziel auswählen, sehen Sie ein Torpedo-Fadenkreuz.";"Cuando seleccionas tu objetivo, verás las retículas de torpedos.";"Как только вы выделите цель, появится торпедный прицел.";"Gdy wybierzesz cel, zobaczysz celownik torpedowy.";"Když si vybereš cíl, uvidíš torpédový záměrný kříž";"Hedefini seçtiğin zaman torpil göstergelerini göreceksin.";"选\t择\t好\t攻\t击\t目\t标\t后\t，\t会\t出\t现\t鱼\t雷\t瞄\t准\t线\t。";"標的を\t選択すると、\t雷撃用十字線が\t表示される";"Quando tu seleccionas o teu destino, verás a mira do torpedo.";"When you select your target, you will see torpedo crosshairs.";"Тільки-но Ви виокремите ціль, з'явиться торпедний приціл.";"Kada odaberete metu, videćete krstić nišana za torpedo.";"Amikor kiválasztod a célpontodat, látni fogod a torpedó célkeresztjét.";"목표를 선택하면 어뢰 조준선이 나타날 거다.";"Як толькі вылучыце цэль, з'явіцца тарпедны прыцэл.";"Când selectezi țintă, vei vedea reticulul de ajutor.";"當你選擇目標後，你會看到魚雷十字游標。";"选\t择\t好\t攻\t击\t目\t标\t后\t，\t会\t出\t现\t鱼\t雷\t瞄\t准\t线\t。";;
"tutorial04_dialogue10_p02";"The vertical line is the course your torpedo will take.";"La ligne verticale correspond à la trajectoire de votre torpille.";"La linea verticale è la direzione che il siluro prenderà.";"Die vertikale Linie zeigt die Richtung des Torpedos an.";"La línea vertical es el curso que tomará tu torpedo.";"Вертикальная линия на нём — путь, который преодолеет ваша торпеда.";"Pionowa linia wskazuje kurs, którym popłynie torpeda.";"Svislá čára představuje směr, ve kterém torpédo popluje.";"Dikey çizgi, torpidonun izleyeceği rotadır.";"这\t条\t长\t线\t指\t示\t了\t鱼\t雷\t投\t放\t后\t的\t航\t线\t。";"その\t縦線が\t魚雷の\tコースとなる";"A linha vertical é o curso que terá o teu torpedo.";"The vertical line is the course your torpedo will take.";"Вертикальна лінія на ньому — шлях, що подолає ваша торпеда.";"Vertikalna linija je kurs kojim će torpedo ići.";"Az egyenes vonal mutatja a torpedó útját.";"수직선은 어뢰가 지나갈 방향을 나타낸다.";"Вертыкальная лінія на ім — шлях, якім пойдзе тарпеда.";"Linia verticală este cursul pe care îl va lua torpila.";"那條垂直線就是你的魚雷將會採用的航線。";"这\t条\t长\t线\t指\t示\t了\t鱼\t雷\t投\t放\t后\t的\t航\t线\t。";;
"tutorial04_dialogue10_p03";"When the line becomes unbroken and reaches the target, this means that your plane is flying horizontally and is close enough to the target for the torpedo to reach it. ";"Quand la ligne est continue et touche la cible, cela signifie que votre avion vole à l’horizontale et est suffisamment près de la cible pour l’atteindre.";"Quando la linea diventa continua e raggiunge l'obiettivo, significa che il tuo aereo sta volando orizzontalmente e che si trova abbastanza vicino per farlo raggiungere dal siluro. ";"Wenn die Linie nicht unterbrochen ist und das Ziel erreicht, bedeutet dies, dass Ihr Flugzeug horizontal fliegt und nahe genug ist, damit der Torpedo das Ziel erreicht. ";"Cuando la línea se vuelve continua y alcanza el objetivo, significa que tu avión está volando horizontalmente y que está lo suficientemente cerca del blanco como para que el torpedo lo alcance.";"Когда линия становится непрерывной и достигает цели, это означает, что ваш самолёт летит горизонтально и находится достаточно близко к объекту, чтобы торпеда попала.";"Gdy linia stanie się ciągła i dosięgnie celu, będzie to znaczyło, że samolot leci równolegle do ziemi i jest na tyle blisko celu, by torpeda go trafiła.";"Když se čára změní na plnou a dosáhne cíle, znamená to, že tvůj letoun letí vodorovně a je dost blízko, aby se torpédo dostalo k cíli";"Çizginin kesintisiz olup hedefe kadar gitmesi uçağının yatay olduğu ve torpilin hedefe ulaşabilmesi için yeterli yakınlıkta olduğunu gösterir. ";"当\t这\t条\t线\t变\t为\t实\t线\t并\t延\t伸\t至\t目\t标\t时\t，\t说\t明\t飞\t行\t姿\t态\t和\t目\t标\t距\t离\t适\t合\t投\t放\t鱼\t雷\t，\t鱼\t雷\t入\t水\t后\t能\t准\t确\t命\t中\t目\t标\t。";"この\t線が\t途切れることなく\t標的まで\t繋った\t場合、\t君の\t機体は\t水平に\t飛んでおり、\tなおかつ\t標的を\t魚雷の\t射程圏内に\t捉えた\t事を\t意味する";"Quando a linha se torna contínua e atinge o alvo, isso significa que o avião está voando horizontalmente e estas perto o suficiente do alvo para o torpedo puder alcançá-lo. ";"When the line becomes unbroken and reaches the target, this means that your plane is flying horizontally and is close enough to the target for the torpedo to reach it. ";"Якщо лінія є неперервною та досягає цілі, це означає, що ваш літак летить горизонтально та достатньо наблизився до об'єкту, щоб торпеда влучила. ";"Kada linija postane puna i stigne do mete, to znači da vaš avion leti horizontalno i da je meta u dometu torpeda. ";"Amikor a vonal nincs megtörve és eléri a célt, az azt jelenti hogy a repülőgéped vízszintesen repül és elég közel van ahhoz, hogy a torpedó elérjen a célpontig.";"선이 직선으로 되어 있고 목표물에 닿아 있다면, 지금 비행기가 수평비행중이고 어뢰가 도달할 수 있을 정도로 목표에 충분히 가깝다는 뜻이다.";"Калі лінія зробіцца непарыўнай і дасягне цэлі, гэта будзе азначаць, што ваш самалёт ляціць гарызантальна і дастаткова наблізіўся да аб'екта, каб тарпеда ў яго трапіла.";"Când linia devine neîntreruptă și atinge ținta, aceasta înseamnă că avionul zboară orizontal și este destul de aproape de țintă pentru ca torpilă să ajungă la ea.";"當這條線變成實線，並且能夠延伸至目標時，說明你的飛機正水準飛行，並且與目標的距離已經足以讓魚雷命中它了。 ";"当\t这\t条\t线\t变\t为\t实\t线\t并\t延\t伸\t至\t目\t标\t时\t，\t说\t明\t飞\t行\t姿\t态\t和\t目\t标\t距\t离\t适\t合\t投\t放\t鱼\t雷\t，\t鱼\t雷\t入\t水\t后\t能\t准\t确\t命\t中\t目\t标\t。";;
"tutorial04_dialogue10_p04";"If the line is dashed, you need to level the plane. Otherwise the torpedo will take the wrong course after launch.";"Si la ligne est irrégulière, vous devez mettre l'avion à plat. Sinon la torpille prendra une mauvaise trajectoire après avoir été lâchée.";"Se la linea è tratteggiata, devi mettere in assetto orizzontale l'aereo. Altrimenti il siluro prenderà la direzione sbagliata dopo il lancio.";"Wenn die Linie gestrichelt ist, müssen Sie das Flugzeug ausrichten. Sonst nimmt der Torpedo einen falschen Kurs nach dem Abwurf.";"Si la línea es discontinua, tienes que nivelar tu avión. De otra forma, el torpedo tomará el curso equivocado después del lanzamiento.";"Если линия прерывистая, то вам нужно выровнять самолёт, иначе после сброса торпеда ляжет на неправильный курс.";"Jeśli linia jest przerywana, musisz wyrównać. W przeciwnym wypadku torpeda obierze po zrzuceniu zły kurs.";"Pokud je čára přerušovaná, musíš letoun vyrovnat, v opačném případě nabere torpédo po odhození špatný kurs";"Çizgi kesik kesikse uçağı dengelemen gereklidir. Aksi halde bırakmanın ardından torpil yanlış bir rota izler.";"当\t这\t条\t线\t变\t为\t虚\t线\t时\t，\t请\t务\t必\t调\t整\t飞\t行\t姿\t态\t，\t否\t则\t鱼\t雷\t入\t水\t后\t将\t偏\t离\t目\t标\t。";"線が\t途切れている\t場合は、\t機体を\t水平にしろ　\tさもないと\t魚雷は\t明後日の\t方向に\t進んでしまうぞ";"Se a linha é tracejada, precisas de nivelar o avião. Caso contrário, o torpedo levará o curso errado após o lançamento.";"If the line is dashed, you need to level the plane. Otherwise the torpedo will take the wrong course after launch.";"Якщо лінія уривчаста, то вам потрібно вирівняти літак, інакше після скидання торпеда прямуватиме хибним курсом.";"Ako je linija isprekidana, potrebno je da izravnate avion, inače će topedo zauzeti pogrešan kurs nakon lansiranja.";"Ha a vonal szaggatott, akkor vízszintesen szintbe kell hoznod a repülőgépet. Ellenkező esetben a torpedó rossz irányba fog haladni az indítást követően.";"점선으로 보인다면 수평을 맞춰야 한다. 안 그러면 투하 후 엉뚱한 방향으로 나가게 된다.";"Калі лінія пункцірная, то выраўнуйце самалёт, іначай пасля пуску тарпеда будзе пойдзе няправільным курсам.";"Dacă linia este întreruptă, trebuie să echilibrezi avionul. În caz contrar, după lansare, torpilele vor avea un curs greșit.";"如果這條線是虛線，你需要拉平飛機。否則魚雷將會在發射後沿錯誤航線航行。";"当\t这\t条\t线\t变\t为\t虚\t线\t时\t，\t请\t务\t必\t调\t整\t飞\t行\t姿\t态\t，\t否\t则\t鱼\t雷\t入\t水\t后\t将\t偏\t离\t目\t标\t。";;
"tutorial04_dialogue11_p01";"Aim the nose of your plane at the target.";"Dirigez le nez de votre avion vers la cible.";"Punta il muso del tuo aereo verso l'obiettivo.";"Zielen Sie mit der Nase des Flugzeugs auf das Ziel.";"Apunta el morro de tu avión al objetivo.";"Направляйте нос самолёта прямо на цель.";"Wyceluj nosem samolotu w cel.";"Namiř nos letounu na cíl";"Uçağının burnunu hedefe nişanla.";"调\t整\t机\t头\t指\t向\t，\t对\t准\t目\t标\t。";"機首を\t標的の\t方向に\t向けろ";"Aponta o nariz do teu avião no alvo.";"Aim the nose of your plane at the target.";"Спрямуйте ніс літака на ціль.";"Usmerite nos aviona pravo u metu.";"A repülőgép orrával célozd meg a célpontot.";"기수를 목표함에 맞춰라.";"Навядзіце нос самалёта прама на цэль.";"Ține botul avionului spre țintă.";"調整機頭，瞄準目標。";"调\t整\t机\t头\t指\t向\t，\t对\t准\t目\t标\t。";;
"tutorial04_dialogue11_p02";"Do not bank the plane.";"N’inclinez pas l’avion.";"Non inclinare l'aereo.";"Bringen Sie das Flugzeug nicht in Schräglage.";"No inclines el avión.";"Не накреняйте самолёт.";"Nie przechylaj samolotu.";"Letoun nenakláněj";"Uçağını sakın herhangi bir yana yatırma.";"不\t要\t让\t飞\t机\t处\t于\t倾\t斜\t状\t态\t。";"機体を\tバンクさせるなよ";"Não é o banco do avião.";"Do not bank the plane.";"Не задавайте літаку кріну.";"Ne naginjite avion.";"Ne döntsd be a repülőgépet.";"기체가 기울어지면 안 돼.";"Не нахіляйце самалёт.";"Nu înclina avionul.";"不要讓飛機傾斜。";"不\t要\t让\t飞\t机\t处\t于\t倾\t斜\t状\t态\t。";;
"tutorial04_dialogue11_p03";"You need to launch the torpedo no further than 1.5 km from the target.";"Vous ne devez pas être à plus de 1,5 km de la cible pour lâcher la torpille.";"Devi lanciare il torpedo a non più di 1,5 km dall'obiettivo.";"Der Abwurf des Torpedos darf nicht weiter als 1,5 km vom Ziel entfernt erfolgen.";"Tienes que lanzar el torpedo desde no más lejos que 1,5 km del objetivo.";"Вам нужно выпустить торпеду не дальше чем за полтора километра от цели.";"Musisz zrzucić torpedę w odległości nie większej niż 1,5 km od celu.";"Torpédo nesmíš vypustit dál než 1,5 km od cíle";"Torpili hedeften en fazla 1,5 km uzaklıktan atman gereklidir.";"投\t放\t鱼\t雷\t时\t，\t和\t目\t标\t的\t距\t离\t不\t要\t超\t过\t 1.5 \t千\t米\t。";"魚雷を\t投下するのは、\t標的まで\t１．５\tキロ\t以内に\t迫ってからだ";"Precisas lançar o torpedo não mais de 1,5 km do alvo.";"You need to launch the torpedo no further than 1.5 km from the target.";"Потрібно пустити торпеду не далі, ніж за півтора кілометра до цілі.";"Lansirajte torpedo ne dalje od 1.6 km od mete.";"A torpedót ne indítsd el 1,5 km-nél nagyobb távolságról.";"어뢰는 목표로부터 1.5km 내에서 투하해야 한다.";"Выпусціце тарпеду не далей чым за паўтары кіламетры ад цэлі.";"Trebuie să lansezi torpila la mai puțin de 1,5 km de țintă.";"你需要在離目標1.5公里以內的範圍內發射魚雷。";"投\t放\t鱼\t雷\t时\t，\t和\t目\t标\t的\t距\t离\t不\t要\t超\t过\t 1.5 \t千\t米\t。";;
"tutorial04_dialogue11_p03_1";"You need to launch the torpedo no further than a mile from the target.";"Vous ne devez pas être à plus de 1 mile de la cible pour lâcher la torpille.";"Devi lanciare il torpedo a non più di un miglio dall'obiettivo.";"Der Abwurf des Torpedos darf nicht weiter als 1 Meile vom Ziel entfernt erfolgen.";"Tienes que lanzar el torpedo desde no más lejos que 1 milla del objetivo.";;"Musisz zrzucić torpedę w odległości nie większej niż 1 mila od celu.";"Torpédo nesmíš odhodit dál než míli od cíle";"Torpili hedeften en fazla bir mil uzaklıktan atman gereklidir.";"投\t放\t鱼\t雷\t时\t，\t和\t目\t标\t的\t距\t离\t不\t要\t超\t过\t 1 \t英\t里\t。";"魚雷を\t投下するのは、\t標的まで\t一\tマイル\t以内に\t迫ってからだ";"Precisas lançar o torpedo não mais de 1,5 km do alvo.";"You need to launch the torpedo no further than a mile from the target.";"Потрібно пустити торпеду не далі, ніж за милю до цілі.";"Lansirajte torpedo ne dalje od 1.6 km od mete.";"A torpedót ne indítsd el 1 mérföldnél nagyobb távolságról.";"어뢰는 목표로부터 1마일 이내에서 발사해야 한다.";"Вам трэба выпусціць тарпеду не далей чым за адню мілю ад цэлі.";"Trebuie să lansezi torpila la mai puțin de o milă de țintă.";"你需要在離目標1英里以內的範圍內發射魚雷。";"投\t放\t鱼\t雷\t时\t，\t和\t目\t标\t的\t距\t离\t不\t要\t超\t过\t 1 \t英\t里\t。";;
"tutorial04_dialogue11_p04";"The closer, the better.";"Plus vous êtes près, mieux c’est.";"Quanto più vicino, tanto meglio.";"Je näher, desto besser.";"Cuanto más cerca, mejor.";"Чем ближе, тем лучше.";"Im bliżej, tym lepiej.";"Čím blíž, tím líp.";"Ne kadar yakın, o kadar iyi.";"距\t离\t越\t近\t越\t好\t。";"距離は\t近いほどいい";"Quanto mais perto, melhor.";"The closer, the better.";"Чим ближче, тим краще.";"Što bliže, to bolje.";"Minél közelebbről indítod, annál jobb.";"가까울수록 좋다.";"Чым бліжэй, тым лепей.";"Cu cât este mai aproape, cu atât mai bine.";"離得越近越好。";"距\t离\t越\t近\t越\t好\t。";;
"tutorial04_dialogue12_p01";"It's time!";"Maintenant !";"È ora!";"Es ist Zeit!";"¡Ahora!";"Пора!";"Teraz!";"Je čas!";"Şimdi!";"就\t是\t现\t在\t！";"今だ！";"Está na hora!";"It's time!";"Настав час!";"Vreme je!";"Itt az idő!";"지금이다!";"Прыспеў час!";"Acum!";"是時候了！";"就\t是\t现\t在\t！";;
"tutorial04_dialogue12_p02";"Launch the torpedo!";"Lâchez la torpille !";"Lancia il siluro!";"Werfen Sie den Torpedo ab!";"¡Lanza el torpedo!";"Выпускайте торпеду!";"Zrzuć torpedę!";"Odhoď torpédo";"Torpili bırak!";"投\t放\t鱼\t雷\t！";"魚雷投下！";"Lança o torpedo!";"Launch the torpedo!";"Пускайте торпеду!";"Lansiraj torpedo!";"Indítsd a torpedót!";"어뢰 투하!";"Пускайце тарпеду!";"Lansează torpila!";"發射魚雷！";"投\t放\t鱼\t雷\t！";;
"tutorial04_dialogue13_p01";"Looks like your torpedo missed the target.";"On dirait que votre torpille a manqué la cible.";"Pare che il tuo siluro abbia mancato l'obiettivo.";"Scheint, als hätte Ihr Torpedo das Ziel verfehlt.";"Parece que el torpedo ha errado el blanco.";"Похоже, торпеда прошла мимо цели.";"Wygląda na to, że twoja torpeda chybiła celu.";"Vypadá to, že tvé torpédo minulo cíl";"Galiba torpilin hedefi ıskaladı.";"看\t样\t子\t鱼\t雷\t偏\t离\t了\t目\t标\t。";"今の\t魚雷は\t標的を\t外したようだ";"Parece que o torpedo falhou o alvo.";"Looks like your torpedo missed the target.";"Здається, торпеда не влучила.";"Izgleda da je torpedo promašio metu.";"Úgy néz ki a torpedód elhibázta a célt.";"빗나간 것 같은데.";"Відаць, тарпеда прайшла міма цэлі.";"Se pare că torpila ta a ratat ținta.";"看起來你的魚雷沒打中目標。";"看\t样\t子\t鱼\t雷\t偏\t离\t了\t目\t标\t。";;
"tutorial04_dialogue13_p02";"Try again.";"Essayez encore.";"Riprovaci.";"Versuchen Sie es erneut.";"Intentalo otra vez.";"Попробуйте ещё раз.";"Spróbuj jeszcze raz.";"Zkus to znovu";"Tekrar dene.";"再\t来\t一\t次\t。";"もう\t一度";"Tenta novamente.";"Try again.";"Спробуйте ще.";"Probaj opet.";"Próbáld újra.";"다시 실시한다.";"Паспрабуйце яшчэ раз.";"Încearcă din nou.";"再試一次。";"再\t来\t一\t次\t。";;
"tutorial04_dialogue14_p01";"Your plane is moving at the wrong angle in relation to the water's surface.";"Votre avion est mal orienté par rapport à la surface de l’eau.";"Il tuo aereo si sta muovendo ad un'angolatura sbagliata rispetto alla superficie dell'acqua.";"Ihr Flugzeug fliegt im falschen Winkel in Bezug auf die Wasseroberfläche.";"Tu avión se está moviendo en el ángulo equivocado en relación con la superficie del agua.";"Ваш самолёт движется под неправильным углом к поверхности.";"Twój samolot leci pod złym kątem względem powierzchni wody.";"Tvůj letoun se k vodní hladině blíží pod špatným úhlem";"Uçağın, suyun yüzeyine göre yanlış açıda ilerliyor.";"飞\t机\t的\t俯\t仰\t姿\t态\t不\t对\t。";"機体が\t海面に\t対して\t水平になっていないぞ";"O avião está-se a mover no ângulo errado em relação à superfície da água.";"Your plane is moving at the wrong angle in relation to the water's surface.";"Ваш літак прямує з хибним кутом до поверхні.";"Avion se kreće pod pogrešnim uglom u odnosu na površinu vode.";"A repülőgéped rossz szögben halad a víz felszínéhez képest.";"기체가 수면에 대해 잘못된 각도로 움직이고 있어.";"Ваш самалёт рухаецца пад няправільных вуглом адносна паверхні вады.";"Avionul zboară într-un unghi greșit în raport cu suprafața apei.";"你的飛機飛行方向與水面的角度不對。";"飞\t机\t的\t俯\t仰\t姿\t态\t不\t对\t。";;
"tutorial04_dialogue14_p02";"Your torpedo will miss the target.";"Votre torpille va manquer la cible.";"Il tuo siluro mancherà l'obiettivo.";"Ihr Torpedo wird das Ziel verfehlen.";"Tu torpedo no dará en el blanco.";"Торпеда не достигнет цели.";"Twoja torpeda nie trafi w cel.";"Tvé torpédo mine cíl";"Torpilin hedefi kaçıracak.";"你\t的\t鱼\t雷\t将\t无\t法\t命\t中\t目\t标\t。";"それでは\t魚雷は\t当たらない";"O torpedo vai errar o alvo.";"Your torpedo will miss the target.";"Торпеда не влучить.";"Tvoj torpedo će promašiti metu.";"A torpedód elfogja hibázni a célt.";"어뢰가 빗나갈 거다.";"Тарпеда не дасягне цэлі.";"Torpila va rata ținta.";"你的魚雷會錯過目標的。";"你\t的\t鱼\t雷\t将\t无\t法\t命\t中\t目\t标\t。";;
"tutorial04_dialogue15_p01";"Your plane is too high above the water's surface.";"Votre avion est trop haut au-dessus de la surface de l’eau.";"Il tuo aereo è troppo alto rispetto alla superficie dell'acqua.";"Ihr Flugzeug ist zu hoch über der Wasseroberfläche.";"Tu avión está muy alto por encima de la superficie del agua.";"Ваш самолёт слишком высоко относительно поверхности.";"Twój samolot jest zbyt wysoko nad wodą.";"Tvůj letoun je příliš vysoko nad hladinou";"Uçağın su yüzeyinden fazla yüksekte.";"飞\t行\t高\t度\t过\t高\t。";"機体が\t海面から\t離れ\t過ぎている";"O teu avião está muito acima da superfície da água.";"Your plane is too high above the water's surface.";"Ваш літак зависоко над поверхнею.";"Avion je previsoko iznad površine vode.";"A repülőgéped túl magasan van a vízfelszín felett.";"기체가 수면에서 너무 높이 있다.";"Ваш самалёт рухаецца занадта высока адносна паверхні вады.";"Avionul zboară prea sus deasupra apei.";"你的飛機距離水面太高。";"飞\t行\t高\t度\t过\t高\t。";;
"tutorial04_dialogue15_p02";"Your torpedo will miss the target.";"Votre torpille va manquer la cible.";"Il tuo siluro mancherà l'obiettivo.";"Ihr Torpedo wird das Ziel verfehlen.";"Tu torpedo no dará en el blanco.";"Торпеда не достигнет цели.";"Twoja torpeda nie trafi w cel.";"Tvé torpédo mine cíl";"Torpilin hedefi kaçıracak.";"你\t的\t鱼\t雷\t将\t无\t法\t命\t中\t目\t标\t。";"それでは\t魚雷は\t当たらない";"O torpedo vai errar o alvo.";"Your torpedo will miss the target.";"Торпеда не влучить.";"Tvoj torpedo će promašiti metu.";"A torpedód elfogja hibázni a célt.";"어뢰가 빗나갈 거다.";"Тарпеда не дасягне цэлі.";"Torpila ta va rata ținta.";"你的魚雷會錯過目標的。";"你\t的\t鱼\t雷\t将\t无\t法\t命\t中\t目\t标\t。";;
"tutorial04_dialogue16_p01";"Your plane is moving too high and at the wrong angle to the water's surface.";"Votre avion est trop haut et mal orienté par rapport à la surface de l’eau.";"Il tuo aereo si sta muovendo troppo alto e ad un'angolatura sbagliata rispetto alla superficie dell'acqua.";"Ihr Flugzeug fliegt zu hoch und im falschen Winkel in Bezug auf die Wasseroberfläche.";"Tu avión está muy alto y en el ángulo equivocado en relación con la superficie del agua.";"Ваш самолёт движется под неправильным углом и на слишком большой высоте.";"Twój samolot leci zbyt wysoko i pod złym kątem względem powierzchni wody.";"Letíš moc vysoko a pod špatným úhlem vůči vodní hladině";"Uçağın fazla ilerliyor ve suyun yüzeyine göre yanlış açıda ilerliyor.";"飞\t行\t高\t度\t过\t高\t，\t且\t飞\t机\t的\t俯\t仰\t姿\t态\t也\t不\t对\t。";"機体の\t高度が\t高過ぎるし、\t海面に\t対して\t水平になっていない";"O teu avião está-se a mover muito alto e no ângulo errado com a superfície da água.";"Your plane is moving too high and at the wrong angle to the water's surface.";"Ваш літак прямує з хибним кутом та зависоко.";"Avion se kreće previsoko i pod pogrešnim uglom u odnosu na površinu vode.";"A repülőgéped túl magasan és rossz szögben repül a vízfelszínhez képest.";"너무 고도가 높고 수면에 대해 기울어졌다.";"Ваш самалёт рухаецца занадта высока і пад няправільных вуглом адносна паверхні вады.";"Avionul zboară prea sus și în unghi greșit față de suprafața apei.";"你的飛機飛的太高，而且飛行方向與水面的角度不對。";"飞\t行\t高\t度\t过\t高\t，\t且\t飞\t机\t的\t俯\t仰\t姿\t态\t也\t不\t对\t。";;
"tutorial04_dialogue16_p02";"Your torpedo will miss the target.";"Votre torpille va manquer la cible.";"Il tuo siluro mancherà l'obiettivo.";"Ihr Torpedo wird das Ziel verfehlen.";"Tu torpedo no dará en el blanco.";"Ваша торпеда пройдёт мимо цели.";"Twoja torpeda nie trafi w cel.";"Tvé torpédo mine cíl";"Torpilin hedefi kaçıracak.";"你\t的\t鱼\t雷\t将\t无\t法\t命\t中\t目\t标\t。";"それでは\t魚雷は\t当たらない";"O torpedo vai errar o alvo.";"Your torpedo will miss the target.";"Торпеда не влучить.";"Tvoj torpedo će promašiti metu.";"A torpedód elfogja hibázni a célt.";"어뢰가 빗나갈 거다.";"Ваша тарпеда пройдзе міма цэлі.";"Torpila va rata ținta.";"你的魚雷將錯過目標。";"你\t的\t鱼\t雷\t将\t无\t法\t命\t中\t目\t标\t。";;
