"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"cn_honour_renaissance_order_3_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_honour_renaissance_order_2_class/name";"The Order of Honour of Renaissance 2 Class";"Ordre d'Honneur de la Renaissance 2e Classe";"Ordine dell'Onore e della Rinascita II classe";"Der Ehrenorden der der Renaissance 2. Klasse";"La Orden de Honor del Renacimiento 2ª Clase";"Орден Почета и возрождения 2 степени";"The Order of Honour of Renaissance 2 Class";"The Order of Honour of Renaissance 2 Class";"The Order of Honour of Renaissance 2 Class";"二\t等\t复\t兴\t荣\t誉\t勋\t章";"復興榮譽勳章 2級";"Ordem da Honrosa Resistência 2ª Classe";"Орден Пошани та Відродження 2 ступеня";"The Order of Honour of Renaissance 2 Class";"Reneszánsz Tiszteletére érdemrend II. osztály";"2등부흥영예훈장";"The Order of Honour of Renaissance 2 Class";"The Order of Honour of Renaissance 2 Class";"二\t等\t復\t興\t榮\t譽\t勳\t章";"  ";;
"cn_honour_renaissance_order_2_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_honour_renaissance_order_1_class/name";"The Order of Honour of Renaissance 1 Class";"Ordre d'Honneur de la Renaissance 1re Classe";"Ordine dell'Onore e della Rinascita I classe";"Der Ehrenorden der der Renaissance 1. Klasse";"La Orden de Honor del Renacimiento 1ª Clase";"Орден Почета и возрождения 1 степени";"The Order of Honour of Renaissance 1 Class";"The Order of Honour of Renaissance 1 Class";"The Order of Honour of Renaissance 1 Class";"一\t等\t复\t兴\t荣\t誉\t勋\t章";"復興榮譽勳章 1級";"Ordem da Honrosa Resistência 1ª Classe";"Орден Пошани та Відродження 1 ступеня";"The Order of Honour of Renaissance 1 Class";"Reneszánsz Tiszteletére érdemrend I. osztály";"1등부흥영예훈장";"The Order of Honour of Renaissance 1 Class";"The Order of Honour of Renaissance 1 Class";"一\t等\t復\t興\t榮\t譽\t勳\t章";"  ";;
"cn_honour_renaissance_order_1_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_exemplary_medal_a1/name";"Exemplary Medal A-1";"Médaille d'Exemplarité A-1";"Medaglia al Valore Esemplare A-1";"Beispielhafte Medaille A-1";"Medalla Ejemplar A-1";"Образцовая Медаль А-1";"Exemplary Medal A-1";"Exemplary Medal A-1";"Exemplary Medal A-1";"楷\t模\t勋\t章";"楷模獎章 A-1";"Medalha Exemplar A-1";"Зразкова Медаль А-1";"Exemplary Medal A-1";"Exemplary Medal A-1";"해모장장 A-1";"Exemplary Medal A-1";"Exemplary Medal A-1";"甲\t種\t一\t等\t楷\t模\t獎\t章";"  ";;
"cn_exemplary_medal_a1/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_distinguished_service_medal_a1/name";"Medal of Distinguished Service A-1";"Médaille du Service Distingué A-1";"Medaglia al Merito A-1";"Medaille für besondere Verdienste A-1";"Medalla al Servicio Distinguido A-1";"Медаль ""За выдающиеся заслуги"" А-1";"Medal of Distinguished Service A-1";"Medal of Distinguished Service A-1";"Medal of Distinguished Service A-1";"懋\t绩\t奖\t章";"懋績獎章 A-1";"Medalha de Serviço Distinto A-1";"Медаль ""За видатні заслуги"" А-1";"Medal of Distinguished Service A-1";"Kiemelkedő szolgálatért érem A-1 fokozat";"해적장장 A-1";"Medal of Distinguished Service A-1";"Medal of Distinguished Service A-1";"甲\t種\t一\t等\t懋\t績\t獎\t章";"  ";;
"cn_distinguished_service_medal_a1/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_cosmic_diagram_order/name";"The Order of The Cosmic Diagram";"Ordre du Diagramme Cosmique";"Ordine del Diagramma Cosmico";"Ordnung des Kosmischen Diagramms";"La Orden del Diagrama Cósmico";"Орден Космической диаграммы";"The Order of The Cosmic Diagram";"The Order of The Cosmic Diagram";"The Order of The Cosmic Diagram";"河\t图\t勋\t章";"河圖勳章";"Ordem do Diagrama Cósmico ";"Орден Космічної діаграми";"The Order of The Cosmic Diagram";"Kozmikus Diagram érdemrend";"하도훈장";"The Order of The Cosmic Diagram";"The Order of The Cosmic Diagram";"河\t圖\t勳\t章";"  ";;
"cn_cosmic_diagram_order/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_cloud_banner_order_9_class/name";"Order of the Cloud and Banner with Ribbon (9th Class)";"Ordre du Nuage et de la Bannière avec Ruban (9e Classe)";"Ordine delle Nuvole e della Bandiera con Nastro (IX classe)";"Ordnung der Wolke und Banner mit Band (9. Klasse)";"Orden de la Nube y Estandarte con Cinta (9ª Clase)";"Орден Заоблачной хоругви 9 степени";"Order of the Cloud and Banner with Ribbon (9th Class)";"Order of the Cloud and Banner with Ribbon (9th Class)";"Order of the Cloud and Banner with Ribbon (9th Class)";"九\t等\t云\t麾\t勋\t章";"雲麾勲章 襟綬 (9級)";"Ordem da Nuvem e Estandarte com Fita (9ª Classe) ";"Орден Хмар і Прапора 9 ступеня";"Order of the Cloud and Banner with Ribbon (9th Class)";"Felhő és Zászló érdemrend szalaggal (9. osztály)";"9등 운휘훈장";"Order of the Cloud and Banner with Ribbon (9th Class)";"Order of the Cloud and Banner with Ribbon (9th Class)";"九\t等\t雲\t麾\t勳\t章\t（襟\t綬）";"  ";;
"cn_cloud_banner_order_9_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_cloud_banner_order_8_class/name";"Order of the Cloud and Banner with Special Ribbon (8th Class)";"Ordre du Nuage et de la Bannière avec Ruban spécial (8e Classe)";"Ordine delle Nuvole e della Bandiera con Nastro Speciale (VIII classe)";"Ordnung der Wolke und Banner mit Sonderband (8. Klasse)";"Orden de la Nube y Estandarte con Cinta Especial (8ª Clase)";"Орден Заоблачной хоругви 8 степени";"Order of the Cloud and Banner with Special Ribbon (8th Class)";"Order of the Cloud and Banner with Special Ribbon (8th Class)";"Order of the Cloud and Banner with Special Ribbon (8th Class)";"八\t等\t云\t麾\t勋\t章";"雲麾勲章 特種襟綬 (8級)";"Ordem da Nuvem e Estandarte com Fita Especial (8ª Classe) ";"Орден Хмар і Прапора 8 ступеня";"Order of the Cloud and Banner with Special Ribbon (8th Class)";"Felhő és Zászló érdemrend különleges szalaggal (8. osztály)";"8등 운휘훈장";"Order of the Cloud and Banner with Special Ribbon (8th Class)";"Order of the Cloud and Banner with Special Ribbon (8th Class)";"八\t等\t雲\t麾\t勳\t章\t（特\t種\t襟\t綬）";"  ";;
"cn_cloud_banner_order_8_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_cloud_banner_order_7_class/name";"Order of the Cloud and Banner with Rosette (7th Class)";"Ordre du Nuage et de la Bannière avec Rosette (7e Classe)";"Ordine delle Nuvole e della Bandiera con Rosetta (VII classe)";"Ordnung der Wolke und Banner mit Rosette (7. Klasse)";"Orden de la Nube y Estandarte con Roseta (7ª Clase)";"Орден Заоблачной хоругви 7 степени";"Order Wspaniałej Chorągwi z Rozetą (VII klasa)";"Order of the Cloud and Banner with Rosette (7th Class)";"Order of the Cloud and Banner with Rosette (7th Class)";"七\t等\t云\t麾\t勋\t章";"雲麾勲章 襟綬附勳表 (7級)";"Ordem da Nuvem e Estandarte com Roseta (7ª Classe) ";"Орден Хмар і Прапора 7 ступеня";"Order of the Cloud and Banner with Rosette (7th Class)";"Felhő és Zászló érdemrend rozettával (7. osztály)";"7등 운휘훈장";"Order of the Cloud and Banner with Rosette (7th Class)";"Order of the Cloud and Banner with Rosette (7th Class)";"七\t等\t雲\t麾\t勳\t章\t（襟\t綬\t附\t勳\t表）";"  ";;
"cn_cloud_banner_order_7_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_cloud_banner_order_6_class/name";"Order of the Cloud and Banner with Special Rosette (6th Class)";"Ordre du Nuage et de la Bannière avec Rosette spéciale (6e Classe)";"Ordine delle Nuvole e della Bandiera con Rosetta Speciale (VI classe)";"Ordnung der Wolke und Banner mit Sonderrosette (6. Klasse)";"Orden de la Nube y Estandarte con Roseta Especial (6ª Clase)";"Орден Заоблачной хоругви 6 степени";"Order Wspaniałej Chorągwi ze Specjalną Rozetą (VI klasa)";"Order of the Cloud and Banner with Special Rosette (6th Class)";"Order of the Cloud and Banner with Special Rosette (6th Class)";"六\t等\t云\t麾\t勋\t章";"雲麾勲章 特種襟綬附勳表 (6級)";"Ordem da Nuvem e Estandarte com Roseta Especial (6ª Classe) ";"Орден Хмар і Прапора 6 ступеня";"Order of the Cloud and Banner with Special Rosette (6th Class)";"Felhő és Zászló érdemrend különleges rozettával (6. osztály)";"6등 운휘훈장";"Order of the Cloud and Banner with Special Rosette (6th Class)";"Order of the Cloud and Banner with Special Rosette (6th Class)";"六\t等\t雲\t麾\t勳\t章\t（特\t種\t襟\t綬\t附\t勳\t表）";"  ";;
"cn_cloud_banner_order_6_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_cloud_banner_order_5_class/name";"Order of the Cloud and Banner with Cravat (5th Class)";"Ordre du Nuage et de la Bannière avec Cravate (5e Classe)";"Ordine delle Nuvole e della Bandiera con Cravatta (V classe)";"Ordnung der Wolke und Banner mit Band (5. Klasse)";"Orden de la Nube y Estandarte con Corbata (5ª Clase)";"Орден Заоблачной хоругви 5 степени";"Order Wspaniałej Chorągwi ze Wstęgą (V klasa)";"Order of the Cloud and Banner with Cravat (5th Class)";"Order of the Cloud and Banner with Cravat (5th Class)";"五\t等\t云\t麾\t勋\t章";"雲麾勲章 領綬 (5級)";"Ordem da Nuvem e Estandarte com Gravata (5ª Classe) ";"Орден Хмар і Прапора 5 ступеня";"Order of the Cloud and Banner with Cravat (5th Class)";"Felhő és Zászló érdemrend nyakkendővel (5. osztály)";"5등 운휘훈장";"Order of the Cloud and Banner with Cravat (5th Class)";"Order of the Cloud and Banner with Cravat (5th Class)";"五\t等\t雲\t麾\t勳\t章\t（領\t綬）";"  ";;
"cn_cloud_banner_order_5_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_cloud_banner_order_4_class/name";"Order of the Cloud and Banner with Special Cravat (4th Class)";"Ordre du Nuage et de la Bannière avec Cravate spéciale (4e Classe)";"Ordine delle Nuvole e della Bandiera con Cravatta Speciale (IV classe)";"Ordnung der Wolke und Banner mit Spezialband (4. Klasse)";"Orden de la Nube y Estandarte con Corbata Especial (4ª Clase)";"Орден Заоблачной хоругви 4 степени";"Order Wspaniałej Chorągwi ze Specjalną Wstęgą (IV klasa)";"Order of the Cloud and Banner with Special Cravat (4th Class)";"Order of the Cloud and Banner with Special Cravat (4th Class)";"四\t等\t云\t麾\t勋\t章";"雲麾勲章 特種領綬 (4級)";"Ordem da Nuvem e Estandarte com Gravata Especial (4ª Classe) ";"Орден Хмар і Прапора 4 ступеня";"Order of the Cloud and Banner with Special Cravat (4th Class)";"Felhő és Zászló érdemrend különleges nyakkendővel (5. osztály)";"4등 운휘훈장";"Order of the Cloud and Banner with Special Cravat (4th Class)";"Order of the Cloud and Banner with Special Cravat (4th Class)";"四\t等\t雲\t麾\t勳\t章\t（特\t種\t領\t綬）";"  ";;
"cn_cloud_banner_order_4_class/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_brilliant_light_medal_a1/name";"Medal of the Brilliant Light A-1";"Médaille de la Brillante Lumière A-1";"Medaglia della Luce Brillante A-1";"Orden des strahlenden Lichts A-1";"Medalla de la Luz Brillante A-1";"Медаль Бриллиантового света";"Medal of the Brilliant Light A-1";"Medal of the Brilliant Light A-1";"Medal of the Brilliant Light A-1";"光\t华\t奖\t章";"光華獎章 A-1";"Medalha da Luz Fúlgida A-1";"Медаль Діамантового світла";"Medal of the Brilliant Light A-1";"Ragyogó fény érem A-1 fokozat";"광화장장 A-1";"Medal of the Brilliant Light A-1";"Medal of the Brilliant Light A-1";"甲\t種\t一\t等\t光\t華\t獎\t章";"  ";;
"cn_brilliant_light_medal_a1/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_book_nature_order/name";"The Order of The Book of Nature";"Ordre du Livre de la Nature";"Ordine del Libro della Natura";"Die Ordnung des Buches der Natur";"La Orden del Libro de la Naturaleza";"Орден Книги природы";"The Order of The Book of Nature";"The Order of The Book of Nature";"The Order of The Book of Nature";"洛\t书\t勋\t章";"洛書勳章";"Ordem do Livro da Natureza";"Орден Книги природи";"The Order of The Book of Nature";"Természet Könyve érdemrend";"낙서훈장";"The Order of The Book of Nature";"The Order of The Book of Nature";"洛\t書\t勳\t章";"  ";;
"cn_book_nature_order/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_awe_inspiring_medal_a1/name";"Medal of Awe-Inspiring A-1";"Médaille de l'Admiration A-1";"Medaglia della Maestà A-1";"Medaille der Ehrfurcht gebietenden A-1";"Medalla de la Admiración A-1";"Медаль Внушающего благоговение А-1";"Medal of Awe-Inspiring A-1";"Medal of Awe-Inspiring A-1";"Medal of Awe-Inspiring A-1";"宣\t威\t奖\t章";"宣威獎章 A-1";"Medalha da Admiração-Inspiradora A-1";"Медаль, що вселяє благоговіння А-1";"Medal of Awe-Inspiring A-1";"Bámulatot keltő érem A-1 fokozat";"선위장장 A-1";"Medal of Awe-Inspiring A-1";"Medal of Awe-Inspiring A-1";"宣\t威\t獎\t章";"  ";;
"cn_awe_inspiring_medal_a1/desc";;;;;;;;;;;;;;;;;;;;;;
"cn_armed_forces_medal_a1/name";"Medal of the Armed Forces A-1";"Médaille des Forces Armées A-1";"Medaglia delle Forze Armate A-1";"Orden der Streitkräfte A-1";"Medalla de las Fuerzas Armadas A-1";"Медаль Вооруженных сил";"Medal of the Armed Forces A-1";"Medal of the Armed Forces A-1";"Medal of the Armed Forces A-1";"陆\t海\t空\t军\t奖\t章";"陸海空軍獎章 A-1";"Medalha das Forças Armadas A-1";"Медаль Збройних сил";"Medal of the Armed Forces A-1";"Fegyveres erők érem A-1 fokozat";"육해공군장장 A-1";"Medal of the Armed Forces A-1";"Medal of the Armed Forces A-1";"陸\t海\t空\t軍\t獎\t章";"  ";;
"cn_armed_forces_medal_a1/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_zeal_integrity_medal/name";"Medal for Zeal and Integrity in the Service of the Kingdom";"Médaille du Zèle et de l'Intégrité au Service du Royaume";"Medaglia per l'Impegno e l'Integrità al Servizio del Regno";"Medaille für Eifer und Integrität im Dienste des Königreichs";"Medalla por Fervor e Integridad en el Servicio del Reino";"Медаль За усердие и добросовестность на службе Королевству";"Medal for Zeal and Integrity in the Service of the Kingdom";"Medal for Zeal and Integrity in the Service of the Kingdom";"Medal for Zeal and Integrity in the Service of the Kingdom";"皇\t家\t热\t情\t真\t诚\t为\t国\t服\t务\t奖\t章";"王国軍務における\t献身および\t誠実の\tメダル";"Medalha pelo Zelo e Integridade ao Serviço do Reino";"Медаль За старанність і сумлінність на службі Королівству";"Medal for Zeal and Integrity in the Service of the Kingdom";"Medal for Zeal and Integrity in the Service of the Kingdom";"왕실에 대한 충의와 신실의 헌신 훈장";"Medal for Zeal and Integrity in the Service of the Kingdom";"Medal for Zeal and Integrity in the Service of the Kingdom";"皇\t家\t熱\t情\t真\t誠\t為\t國\t服\t務\t獎\t章";"  ";;
"sw_zeal_integrity_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_wounded_medal_silver/name";"The Swedish Armed Forces Medal for Wounded in Battle (Silver)";"Médaille des Forces Armées Suédoises pour les Blessés au Combat (Argent)";"Medaglia delle Forze Armate Svedesi per Ferite Subite in Battaglia (Argento)";"Die Medaille der schwedischen Streitkräfte für Verwundete in der Schlacht (Silber)";"La Medalla de las Fuerzas Armadas Suecas para Heridos en Batalla (Plata)";"Медаль За ранение в бою (серебряная)";"The Swedish Armed Forces Medal for Wounded in Battle (Silver)";"The Swedish Armed Forces Medal for Wounded in Battle (Silver)";"The Swedish Armed Forces Medal for Wounded in Battle (Silver)";"银\t质\t国\t防\t军\t战\t伤\t奖\t章";"スウェーデン\t軍の\t戦傷\tメダル (銀)";"Medalha das Forças Armadas da Suécia ao Combatende Ferido em Batalha (Prata)";"Медаль Збройних сил Швеції за поранених в бою (срібна)";"The Swedish Armed Forces Medal for Wounded in Battle (Silver)";"Svéd Fegyveres Erők Háborús Sebesülési Érme ezüstben";"스웨덴군 전상장 (은장)";"The Swedish Armed Forces Medal for Wounded in Battle (Silver)";"The Swedish Armed Forces Medal for Wounded in Battle (Silver)";"銀\t質​國\t防\t軍\t戰\t傷\t勳\t章";"  ";;
"sw_wounded_medal_silver/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_valor_medal_silver/name";"Medal for Valor in the Field (Silver)";"Médaille pour Valeur au Combat (Argent)";"Medaglia al Valore sul Campo (Argento)";"Orden für Tapferkeit auf dem Feld (Silber)";"Medalla al Valor en el Campo (Plata)";"Медаль За доблесть в бою (серебряная)";"Medal for Valor in the Field (Silver)";"Medal for Valor in the Field (Silver)";"Medal for Valor in the Field (Silver)";"银\t质\t战\t场\t英\t勇\t奖\t章";"戦場における\t武勲\tメダル (銀)";"Medalha de Valor no Campo (Prata) ";"Медаль За доблесть в бою (срібна)";"Medal for Valor in the Field (Silver)";"Csatatéri Vitézségi Érem ezüstben";"육군 용맹 훈장 (은장)";"Medal for Valor in the Field (Silver)";"Medal for Valor in the Field (Silver)";"銀\t質​戰\t場\t英\t勇\t勳\t章";"  ";;
"sw_valor_medal_silver/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_valor_medal_gold/name";"Medal for Valor in the Field (Gold)";"Médaille pour Valeur au Combat (Or)";"Medaglia al Valore sul Campo (Oro)";"Orden für Tapferkeit auf dem Feld (Gold)";"Medalla al Valor en el Campo (Oro)";"Медаль За доблесть в бою (золотая)";"Medal for Valor in the Field (Gold)";"Medal for Valor in the Field (Gold)";"Medal for Valor in the Field (Gold)";"金\t质\t战\t场\t英\t勇\t奖\t章";"戦場における\t武勲\tメダル (金)";"Medalha de Valor no Campo (Ouro) ";"Медаль За доблесть в бою (золота)";"Medal for Valor in the Field (Gold)";"Csatatéri Vitézségi Érem aranyban";"육군 용맹 훈장 (금장)";"Medal for Valor in the Field (Gold)";"Medal for Valor in the Field (Gold)";"金\t質\t戰\t場\t英\t勇\t勳\t章";"  ";;
"sw_valor_medal_gold/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_sword_medal/name";"Medal of Swords";"Médaille des Épées";"Medaglia di Spade";"Orden der Schwerter";"Medalla de Espadas";"Медаль ордена Мечей";"Order Miecza";"Medal of Swords";"Medal of Swords";"皇\t家\t宝\t剑\t奖\t章";"剣の\tメダル";"Medalha de Espadas";"Медаль ордена Мечів";"Medal of Swords";"Kard-rend";"검 메달";"Medal of Swords";"Medal of Swords";"皇\t家\t寶\t劍\t獎\t章";"  ";;
"sw_sword_medal/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_sword_cross/name";"Sword Cross";"Croix de l'Épée";"Croce di Spade";"Schwert Kreuz";"Cruz de Espada";"Военный крест ордена Мечей";"Sword Cross";"Sword Cross";"Sword Cross";"皇\t家\t宝\t剑\t徽\t章";"剣十字章";"Cruz da Espada";"Військовий хрест ордена Мечів";"Sword Cross";"Kardkereszt";"검십자장";"Sword Cross";"Sword Cross";"皇\t家\t寶\t劍\t徽\t章";"  ";;
"sw_sword_cross/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_reserve_officer_medal_silver/name";"Swedish Armed Forces Reserve Officer Medal (silver)";"Médaille de l'Officier Réserviste des Forces Armées Suédoises (argent)";"Medaglia degli Ufficiali di Riserva delle Forze armate Svedesi (Argento)";"Offiziersmedaille der Reserve der schwedischen Streitkräfte (Silber)";"Medalla de Oficial de Reserva de las Fuerzas Armadas Suecas (plata)";"Медаль офицера запаса (серебряная)";"Swedish Armed Forces Reserve Officer Medal (silver)";"Swedish Armed Forces Reserve Officer Medal (silver)";"Swedish Armed Forces Reserve Officer Medal (silver)";"银\t质\t国\t防\t军\t预\t备\t役\t军\t官\t奖\t章";"スウェーデン\t軍予備士官\tメダル (銀)";"Medalha de Oficial de Reserva das Forças Armadas da Suécia (Prata)";"Медаль офіцера запасу (срібна)";"Swedish Armed Forces Reserve Officer Medal (silver)";"Svéd Fegyveres Erők Tartalékos Tiszti Érme ezüstben";"스웨덴군 예비역 장교 훈장 (은장)";"Swedish Armed Forces Reserve Officer Medal (silver)";"Swedish Armed Forces Reserve Officer Medal (silver)";"銀\t質​國\t防\t軍\t預\t備\t役\t軍\t官\t勳\t章";"  ";;
"sw_reserve_officer_medal_silver/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_reserve_officer_medal_gold/name";"Swedish Armed Forces Reserve Officer Medal (gold)";"Médaille de l'Officier Réserviste des Forces Armées Suédoises (or)";"Medaglia degli Ufficiali di Riserva delle Forze armate Svedesi (Oro)";"Offiziersmedaille der Reserve der schwedischen Streitkräfte (gold)";"Medalla de Oficial de Reserva de las Fuerzas Armadas Suecas (oro)";"Медаль офицера запаса (золотая)";"Swedish Armed Forces Reserve Officer Medal (gold)";"Swedish Armed Forces Reserve Officer Medal (gold)";"Swedish Armed Forces Reserve Officer Medal (gold)";"金\t质\t国\t防\t军\t预\t备\t役\t军\t官\t奖\t章";"スウェーデン\t軍予備士官\tメダル (金)";"Medalha de Oficial de Reserva das Forças Armadas da Suécia (Ouro)";"Медаль офіцера запасу (золота)";"Swedish Armed Forces Reserve Officer Medal (gold)";"Svéd Fegyveres Erők Tartalékos Tiszti Érme aranyban";"스웨덴군 예비역 장교 훈장 (금장)";"Swedish Armed Forces Reserve Officer Medal (gold)";"Swedish Armed Forces Reserve Officer Medal (gold)";"金\t質​國\t防\t軍\t預\t備\t役\t軍\t官\t勳\t章";"  ";;
"sw_reserve_officer_medal_gold/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_pilot_badge_gold/name";"Air Force Pilot Badge (gold)";"Insigne de Pilote de l'Air Force (or)";"Stemma da Pilota Aeronautico (Oro)";"Abzeichen der Piloten der Luftstreitkräfte (Gold)";"Insignia de Piloto de la Fuerza Aérea (oro)";"Нагрудный знак пилота (золотой)";"Odznaka pilota Sił Powietrznych (złota)";"Air Force Pilot Badge (gold)";"Air Force Pilot Badge (gold)";"金\t质\t空\t军\t飞\t行\t员\t胸\t章";"空軍\tパイロットバッジ (金)";"Distintivo de Piloto da Força Aérea (Ouro)";"Нагрудний знак пілота (золотий)";"Air Force Pilot Badge (gold)";"Pilótajelvény aranyban";"공군 조종사 배지 (금)";"Air Force Pilot Badge (gold)";"Air Force Pilot Badge (gold)";"金\t質\t空\t軍\t飛\t行\t員\t胸\t章";"  ";;
"sw_pilot_badge_gold/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_pilot_badge_silver/name";"Air Force Pilot Badge (silver)";"Insigne de Pilote de l'Armée de l'air (argent)";"Stemma da Pilota Aeronautico (Argento)";"Abzeichen der Piloten der Luftstreitkräfte (Silber)";"Insignia de Piloto de la Fuerza Aérea (plata)";"Нагрудный знак пилота (серебряный)";"Odznaka pilota Sił Powietrznych (srebrna)";"Air Force Pilot Badge (silver)";"Air Force Pilot Badge (silver)";"银\t质\t空\t军\t飞\t行\t员\t胸\t章";"空軍\tパイロットバッジ (銀)";"Distintivo de Piloto da Força Aérea (Prata)";"Нагрудний знак пілота (срібний)";"Air Force Pilot Badge (silver)";"Pilótajelvény ezüstben";"공군 조종사 배지 (은)";"Air Force Pilot Badge (silver)";"Air Force Pilot Badge (silver)";"銀\t質\t空\t軍\t飛\t行\t員\t胸\t章";"  ";;
"sw_pilot_badge_silver/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_national_defense_medal_silver/name";"Swedish Armed Forces Service Medal for National Defense (Silver)";"Médaille de Service des Forces Armées Suédoises pour la Défense Nationale (Argent)";"Medaglia delle Forze Armate Svedesi al Servizio per la Difesa Nazionale (Argento)";"Medaille der schwedischen Streitkräfte für nationale Verteidigung (Silber)";"Medalla del Servicio de las Fuerzas Armadas Suecas para la Defensa Nacional (Plata)";"Медаль За службу в национальной обороне (серебряная)";"Swedish Armed Forces Service Medal for National Defense (Silver)";"Swedish Armed Forces Service Medal for National Defense (Silver)";"Swedish Armed Forces Service Medal for National Defense (Silver)";"银\t质\t国\t防\t军\t国\t防\t长\t期\t服\t役\t奖\t章";"国家防衛における\tスウェーデン\t軍軍務\tメダル (銀)";"Medalha das Forças Armadas da Suécia pela Defesa Nacional (Prata)";"Медаль за службу Збройних Сил Швеції за національну оборону (срібло)";"Swedish Armed Forces Service Medal for National Defense (Silver)";"Svéd Fegyveres Erők Honvédelmi Szolgálati Érme ezüstben";"스웨덴군 근속 훈장 (은장)";"Swedish Armed Forces Service Medal for National Defense (Silver)";"Swedish Armed Forces Service Medal for National Defense (Silver)";"銅\t質\t國\t防\t軍\t國\t防\t長\t期\t服\t役\t獎\t章";"  ";;
"sw_national_defense_medal_silver/desc";;;;;;;;;;;;;;;;;;;;;;
"sw_national_defense_medal_gold_rosette/name";"Swedish Armed Forces Service Medal for National Defense (Gold with Three Crowns clasp)";"Médaille de Service des Forces Armées Suédoises pour la Défense Nationale (Or avec fermoir à Trois Couronnes)";"Medaglia delle Forze Armate Svedesi al Servizio per la Difesa Nazionale (Oro, con Fermaglio con Tre Corone)";"Medaille der schwedischen Streitkräfte für nationale Verteidigung (Gold mit Drei-Kronen-Verschluss)";"Medalla del Servicio de las Fuerzas Armadas Suecas para la Defensa Nacional (Oro con broche de Tres Coronas)";"Медаль За службу в национальной обороне (золотая с розеткой)";"Swedish Armed Forces Service Medal for National Defense (Gold with Three Crowns clasp)";"Swedish Armed Forces Service Medal for National Defense (Gold with Three Crowns clasp)";"Swedish Armed Forces Service Medal for National Defense (Gold with Three Crowns clasp)";"金\t质\t国\t防\t军\t国\t防\t长\t期\t服\t役\t奖\t章\t（三\t王\t冠\t勋\t饰）";"国家防衛における\tスウェーデン\t軍軍務\tメダル (3\tつの\t王冠の\t留め\t具付きの\t金)";"Medalha das Forças Armadas da Suécia pela Defesa Nacional (Ouro com broche de três coroas)";"Медаль за службу Збройних Сил Швеції за національну оборону (золота з трьома коронами)";"Swedish Armed Forces Service Medal for National Defense (Gold with Three Crowns clasp)";"Svéd Fegyveres Erők Honvédelmi Szolgálati Érme aranyban három koronával";"스웨덴군 근속 훈장 (세 왕관이 클래스프된 금장)";"Swedish Armed Forces Service Medal for National Defense (Gold with Three Crowns clasp)";"Swedish Armed Forces Service Medal for National Defense (Gold with Three Crowns clasp)";"金\t質\t國\t防\t軍\t國\t防\t長\t期\t服\t役\t獎\t章\t（三\t王\t冠\t勳\t飾）";"  ";;
"sw_national_defense_medal_gold_rosette/desc";;;;;;;;;;;;;;;;;;;;;;
